date,gt_ama,gt_ama_bedroom,gt_ama_furn,gt_ama_matt,gt_ama_offch,gt_ama_table,gt_ama_wardrobe,gt_ash,c_gt_bbb,gt_tar,gt_wal,gt_way,gt_ama_furn_ratio,gt_ama_offch_ratio,gt_ama_table_ratio,gt_ama_ratio,gt_ama_bedroom_ratio,gt_ama_matt_ratio,gt_ama_wardrobe_ratio,gt_ash_ratio,gt_bbb_ratio,gt_tar_ratio,gt_wal_ratio,gt_way_ratio,gt_c_tot_ratio,gt_rooms_mi,gt_nebra_tx
18/10/2020,76,64,66,0,24,60,14,47,53,49,53,28,0.846153846,0.444444444,0.659340659,1.151515152,0.780487805,0,1.272727273,0.712121212,0.803030303,0.742424242,0.803030303,0.424242424,4.636363636,63,45
25/10/2020,78,68,64,0,24,75,17,80,52,53,57,27,0.853333333,0.461538462,0.872093023,1.238095238,0.871794872,0,1.888888889,1.26984127,0.825396825,0.841269841,0.904761905,0.428571429,5.507936508,56,42
01/11/2020,59,28,47,39,14,53,9,47,42,43,49,21,0.746031746,0.311111111,0.726027397,1.18,0.417910448,0.639344262,1.125,0.94,0.84,0.86,0.98,0.42,5.22,62,47
08/11/2020,79,60,73,0,41,92,7,71,55,76,75,28,0.9125,0.82,1.033707865,1.215384615,0.722891566,0,0.7,1.092307692,0.846153846,1.169230769,1.153846154,0.430769231,5.907692308,65,57
15/11/2020,81,74,77,47,53,82,12,44,58,67,71,31,0.9625,0.815384615,0.872340426,1.227272727,0.860465116,0.5875,1.090909091,0.666666667,0.878787879,1.015151515,1.075757576,0.46969697,5.333333333,66,61
22/11/2020,93,100,84,0,61,88,4,91,49,91,96,35,0.933333333,0.824324324,0.967032967,1.309859155,1.234567901,0,0.444444444,1.281690141,0.690140845,1.281690141,1.352112676,0.492957746,6.408450704,79,87
29/11/2020,100,83,64,0,45,77,6,55,59,77,74,32,0.842105263,0.592105263,0.836956522,1.639344262,1.050632911,0,0.6,0.901639344,0.967213115,1.262295082,1.213114754,0.524590164,6.508196721,65,57
06/12/2020,97,95,61,0,39,83,7,89,60,77,72,24,0.85915493,0.590909091,0.902173913,1.616666667,1.217948718,0,0.777777778,1.483333333,1,1.283333333,1.2,0.4,6.983333333,56,45
13/12/2020,100,65,53,0,46,92,6,48,67,79,75,23,0.803030303,0.73015873,1.069767442,1.724137931,0.866666667,0,0.666666667,0.827586207,1.155172414,1.362068966,1.293103448,0.396551724,6.75862069,53,48
20/12/2020,84,77,46,0,32,60,6,43,41,100,96,21,0.741935484,0.62745098,0.833333333,1.448275862,1.069444444,0,0.666666667,0.74137931,0.706896552,1.724137931,1.655172414,0.362068966,6.637931034,56,50
27/12/2020,85,78,92,0,37,69,9,80,50,71,69,32,1.010989011,0.587301587,0.831325301,0.977011494,0.8125,0,0.818181818,0.91954023,0.574712644,0.816091954,0.793103448,0.367816092,4.448275862,67,60
03/01/2021,79,89,71,0,42,61,9,47,62,53,55,29,0.845238095,0.56,0.743902439,1.097222222,0.956989247,0,0.9,0.652777778,0.861111111,0.736111111,0.763888889,0.402777778,4.513888889,67,50
10/01/2021,76,81,61,0,29,69,12,53,50,50,52,30,0.75308642,0.46031746,0.821428571,1.085714286,0.852631579,0,1.333333333,0.757142857,0.714285714,0.714285714,0.742857143,0.428571429,4.442857143,66,51
17/01/2021,72,69,61,0,35,78,9,65,59,49,51,30,0.734939759,0.52238806,0.917647059,0.98630137,0.726315789,0,1,0.890410959,0.808219178,0.671232877,0.698630137,0.410958904,4.465753425,61,48
24/01/2021,74,67,49,0,32,67,9,57,64,47,51,27,0.628205128,0.507936508,0.779069767,1.138461538,0.712765957,0,0.9,0.876923077,0.984615385,0.723076923,0.784615385,0.415384615,4.923076923,65,44
31/01/2021,75,69,59,0,26,62,9,67,78,47,53,26,0.756410256,0.433333333,0.712643678,1.19047619,0.75,0,0.818181818,1.063492063,1.238095238,0.746031746,0.841269841,0.412698413,5.492063492,64,47
07/02/2021,71,56,54,0,22,56,3,51,71,45,52,25,0.710526316,0.385964912,0.651162791,1.267857143,0.636363636,0,0.272727273,0.910714286,1.267857143,0.803571429,0.928571429,0.446428571,5.625,68,46
14/02/2021,70,69,57,0,33,62,10,53,76,46,55,25,0.75,0.622641509,0.738095238,1.09375,0.766666667,0,0.909090909,0.828125,1.1875,0.71875,0.859375,0.390625,5.078125,59,38
21/02/2021,68,73,64,0,29,59,11,66,76,46,51,26,0.8,0.491525424,0.694117647,1.133333333,0.760416667,0,1.222222222,1.1,1.266666667,0.766666667,0.85,0.433333333,5.55,62,44
28/02/2021,72,64,52,0,33,71,5,67,74,46,53,26,0.604651163,0.66,0.816091954,1.180327869,0.688172043,0,0.555555556,1.098360656,1.213114754,0.754098361,0.868852459,0.426229508,5.540983607,61,46
07/03/2021,69,70,67,46,16,74,10,85,66,49,52,26,0.770114943,0.285714286,0.860465116,1.15,0.752688172,0.582278481,1,1.416666667,1.1,0.816666667,0.866666667,0.433333333,5.783333333,62,52
14/03/2021,71,42,71,0,30,68,8,79,68,47,55,27,0.739583333,0.545454545,0.772727273,1.109375,0.442105263,0,0.8,1.234375,1.0625,0.734375,0.859375,0.421875,5.421875,69,54
21/03/2021,70,61,86,0,26,68,7,93,81,49,56,27,0.945054945,0.530612245,0.829268293,1.076923077,0.663043478,0,0.777777778,1.430769231,1.246153846,0.753846154,0.861538462,0.415384615,5.784615385,68,49
28/03/2021,71,54,82,0,3,67,12,70,87,49,56,26,0.942528736,0.063829787,0.807228916,1.126984127,0.586956522,0,1.333333333,1.111111111,1.380952381,0.777777778,0.888888889,0.412698413,5.698412698,63,46
04/04/2021,68,64,82,0,16,68,10,59,79,52,61,24,0.953488372,0.333333333,0.819277108,1.114754098,0.711111111,0,1,0.967213115,1.295081967,0.852459016,1,0.393442623,5.62295082,59,44
11/04/2021,70,52,76,0,26,69,13,91,79,45,50,23,0.863636364,0.541666667,0.775280899,1.111111111,0.584269663,0,1.083333333,1.444444444,1.253968254,0.714285714,0.793650794,0.365079365,5.682539683,62,42
18/04/2021,70,51,86,0,23,77,7,63,91,45,50,25,1.011764706,0.46,0.885057471,1.186440678,0.593023256,0,0.777777778,1.06779661,1.542372881,0.762711864,0.847457627,0.423728814,5.830508475,58,44
25/04/2021,70,50,57,0,29,69,11,66,100,44,48,30,0.7125,0.630434783,0.784090909,1.166666667,0.581395349,0,1.222222222,1.1,1.666666667,0.733333333,0.8,0.5,5.966666667,62,41
02/05/2021,68,50,65,0,26,70,11,65,82,46,52,24,0.833333333,0.553191489,0.786516854,1.192982456,0.581395349,0,1.222222222,1.140350877,1.438596491,0.807017544,0.912280702,0.421052632,5.912280702,51,43
09/05/2021,70,56,66,95,27,51,9,77,62,46,48,22,0.88,0.529411765,0.566666667,1.25,0.658823529,1.1875,1,1.375,1.107142857,0.821428571,0.857142857,0.392857143,5.803571429,53,41
16/05/2021,67,63,70,0,17,68,7,66,65,46,52,23,0.864197531,0.369565217,0.819277108,1.175438596,0.777777778,0,0.7,1.157894737,1.140350877,0.807017544,0.912280702,0.403508772,5.596491228,63,43
23/05/2021,68,45,74,0,34,84,8,75,67,47,52,23,0.870588235,0.68,1.05,1.152542373,0.529411765,0,0.727272727,1.271186441,1.13559322,0.796610169,0.881355932,0.389830508,5.627118644,62,48
30/05/2021,71,45,63,0,20,59,12,65,59,50,55,24,0.73255814,0.434782609,0.756410256,1.075757576,0.535714286,0,1.333333333,0.984848485,0.893939394,0.757575758,0.833333333,0.363636364,4.909090909,67,53
06/06/2021,71,51,60,0,37,66,11,46,58,47,52,20,0.821917808,0.787234043,0.88,1.224137931,0.614457831,0,1.375,0.793103448,1,0.810344828,0.896551724,0.344827586,5.068965517,53,42
13/06/2021,71,50,62,0,17,74,9,58,60,50,54,20,0.837837838,0.34,1,1.203389831,0.595238095,0,1,0.983050847,1.016949153,0.847457627,0.915254237,0.338983051,5.305084746,56,41
20/06/2021,85,53,62,49,21,53,10,74,62,49,54,21,0.826666667,0.456521739,0.736111111,1.440677966,0.638554217,0.569767442,1,1.254237288,1.050847458,0.830508475,0.915254237,0.355932203,5.847457627,59,42
27/06/2021,67,57,81,0,27,54,16,69,64,49,55,21,1,0.613636364,0.75,1.015151515,0.670588235,0,2,1.045454545,0.96969697,0.742424242,0.833333333,0.318181818,4.924242424,65,44
04/07/2021,67,41,60,49,21,52,7,55,59,49,55,20,0.75,0.446808511,0.742857143,1.046875,0.493975904,0.544444444,0.875,0.859375,0.921875,0.765625,0.859375,0.3125,4.765625,69,42
11/07/2021,70,80,67,48,27,66,13,58,58,49,51,20,0.881578947,0.586956522,0.904109589,1.09375,0.930232558,0.551724138,1.3,0.90625,0.90625,0.765625,0.796875,0.3125,4.78125,48,42
18/07/2021,67,62,60,0,31,53,10,54,54,47,50,20,0.779220779,0.596153846,0.726027397,1.046875,0.712643678,0,1.25,0.84375,0.84375,0.734375,0.78125,0.3125,4.5625,49,43
25/07/2021,68,59,48,0,44,58,5,43,54,49,49,19,0.631578947,0.977777778,0.753246753,1.014925373,0.641304348,0,0.5,0.641791045,0.805970149,0.731343284,0.731343284,0.28358209,4.208955224,56,42
01/08/2021,67,63,59,0,30,56,8,51,62,49,51,19,0.797297297,0.612244898,0.746666667,1.030769231,0.73255814,0,0.8,0.784615385,0.953846154,0.753846154,0.784615385,0.292307692,4.6,52,42
08/08/2021,65,78,62,0,27,56,2,54,56,50,51,19,0.873239437,0.509433962,0.811594203,0.970149254,0.939759036,0,0.222222222,0.805970149,0.835820896,0.746268657,0.76119403,0.28358209,4.402985075,58,39
15/08/2021,67,52,55,0,27,57,12,60,49,50,50,20,0.763888889,0.54,0.791666667,1,0.619047619,0,1.333333333,0.895522388,0.731343284,0.746268657,0.746268657,0.298507463,4.417910448,54,38
22/08/2021,65,50,64,0,31,48,8,26,50,47,50,20,0.901408451,0.596153846,0.615384615,0.970149254,0.625,0,0.8,0.388059701,0.746268657,0.701492537,0.746268657,0.298507463,3.850746269,58,43
