date,covid_gm_retail_TX,covid_gm_grocery_TX,covid_gm_parks_TX,covid_gm_transit_TX,covid_gm_work_TX,covid_gm_resid_TX,covid_gm_retail_DC,covid_gm_grocery_DC,covid_gm_parks_DC,covid_gm_transit_DC,covid_gm_work_DC,covid_gm_resid_DC,covid_gm_retail_SF,covid_gm_grocery_SF,covid_gm_parks_SF,covid_gm_transit_SF,covid_gm_work_SF,covid_gm_resid_SF,covid_gm_retail_CA,covid_gm_grocery_CA,covid_gm_parks_CA,covid_gm_transit_CA,covid_gm_work_CA,covid_gm_resid_CA,covid_gm_retail_LA,covid_gm_grocery_LA,covid_gm_parks_LA,covid_gm_transit_LA,covid_gm_work_LA,covid_gm_resid_LA,covid_gm_retail_CH,covid_gm_grocery_CH,covid_gm_parks_CH,covid_gm_transit_CH,covid_gm_work_CH,covid_gm_resid_CH,covid_gm_retail_IL,covid_gm_grocery_IL,covid_gm_parks_IL,covid_gm_transit_IL,covid_gm_work_IL,covid_gm_resid_IL,covid_gm_retail_DV,covid_gm_grocery_DV,covid_gm_parks_DV,covid_gm_transit_DV,covid_gm_work_DV,covid_gm_resid_DV,covid_gm_retail_CO,covid_gm_grocery_CO,covid_gm_parks_CO,covid_gm_transit_CO,covid_gm_work_CO,covid_gm_resid_CO,covid_gm_retail_AA,covid_gm_grocery_AA,covid_gm_parks_AA,covid_gm_transit_AA,covid_gm_work_AA,covid_gm_resid_AA,covid_gm_retail_GA,covid_gm_grocery_GA,covid_gm_parks_GA,covid_gm_transit_GA,covid_gm_work_GA,covid_gm_resid_GA,covid_gm_retail_NY,covid_gm_grocery_NY,covid_gm_parks_NY,covid_gm_transit_NY,covid_gm_work_NY,covid_gm_resid_NY,covid_gm_retail_NYC,covid_gm_grocery_NYC,covid_gm_parks_NYC,covid_gm_transit_NYC,covid_gm_work_NYC,covid_gm_resid_NYC
15/11/2020,-10.78527607,-6.348571429,-1.964809384,-5.046367852,-19.46226415,6.200276243,-50.14285714,-22.28571429,-41.85714286,-66.42857143,-46.71428571,16.57142857,-56.42857143,-30.14285714,-38.85714286,-67.85714286,-51.42857143,21.28571429,-22.14285714,-7.788571429,-12.725,-32.38486842,-25.61928934,9.674556213,-30.28571429,-13,-26.57142857,-41.14285714,-31.57142857,11.71428571,-24.44444444,-9.857142857,-16.14285714,-23.61538462,-24,13.14285714,-15.18181818,-2.1,5.307692308,-18.15555556,-20.85509554,8.685236769,-35.57142857,-10.85714286,-1.142857143,-46.85714286,-38,13.57142857,-21.20888889,-8.661538462,-10.70921986,-24.54166667,-26.00952381,10.26436782,-11,-7.208333333,-26.57142857,-32.4,-20.38,7,-5.257246377,-0.602189781,7.267676768,-7.03358209,-15.29979036,4.939278937,-17.80147059,-4.698209719,15.21910112,-30.87336245,-21.64976959,8.389162562,-27.95238095,-9.033333333,-15.94285714,-38.54285714,-30.63809524,10.91929825
22/11/2020,-18.99143207,-6.048991354,-14.11173184,-11.09020218,-40.38737334,11.34084507,-54.14285714,-24.42857143,-42.14285714,-70.42857143,-52.28571429,16.85714286,-57.71428571,-30.28571429,-30.28571429,-70.28571429,-56.42857143,20.71428571,-24.87331536,-5.034482759,-0.466453674,-34.56810631,-39.6278481,12.10650888,-34.57142857,-12,-29.57142857,-46.28571429,-43.57142857,14.57142857,-34.1,-7.714285714,-21.28571429,-34.1,-38.05,15.85714286,-21.93112948,0.452531646,-5.459016393,-27.61061947,-37.456,12.64102564,-44.85714286,-12.71428571,-19.42857143,-50.71428571,-49.57142857,17.14285714,-27.37556561,-8.045801527,-17.47887324,-28.69503546,-41.10625,14.33526012,-18.93333333,-7.416666667,-22.28571429,-35.73684211,-38.51020408,10.85714286,-11.60108303,2.674952199,8.565656566,-12.40304183,-37.06098843,9.520547945,-23.46305419,-4.731958763,15.22159091,-36.39484979,-36.73271889,11.67082294,-32.20952381,-9.204761905,-18.94285714,-45.37142857,-40.99771429,13.03458647
29/11/2020,-10.52657602,-7.809455587,-18.98314607,-5.770897833,-19.00708104,7.121001391,-52.42857143,-25.28571429,-52.57142857,-68.42857143,-47.71428571,17.57142857,-57.42857143,-30.71428571,-40.28571429,-69.14285714,-52,21.57142857,-22.32884097,-8.094017094,-14.365625,-32.8295082,-26.29949239,10.28402367,-32.85714286,-15,-31.57142857,-43.28571429,-34,13.57142857,-24.88888889,-11.42857143,-21.42857143,-27.58333333,-22.5,13.42857143,-14.00831025,-2.709969789,-0.13559322,-18.9009009,-20.41401274,9.092178771,-39.14285714,-12.28571429,-16.28571429,-50.57142857,-39.14285714,15,-22.03181818,-10.06870229,-22.95104895,-25.91608392,-25.96825397,11.2816092,-11.33333333,-8.72,-42.28571429,-31.44444444,-21.36,7.733333333,-4.891107078,-2.551470588,-13.26244344,-5.430188679,-15.51308901,6.147227533,-18.93349754,-6.466836735,4.302702703,-35.2826087,-23.04147465,9.530864198,-30.19047619,-12.43809524,-28.38571429,-41.6,-32.19065934,12.02556391
06/12/2020,-10.64444444,-6.95149786,-10.21082621,-8.466257669,-17.53154574,6.466759003,-51.71428571,-25.28571429,-46.57142857,-67.85714286,-47,17.28571429,-61.42857143,-31.28571429,-42.57142857,-71.71428571,-53.85714286,23.14285714,-26.42048518,-8.971509972,-20.89473684,-37.38410596,-27.7284264,11.24556213,-34.57142857,-14.71428571,-35.28571429,-46.28571429,-35.42857143,14.28571429,-24.66666667,-10.14285714,-25.71428571,-27.46153846,-20.63157895,13.28571429,-14.47513812,-1.299093656,-1.333333333,-20.60087719,-19.368,8.796657382,-39.14285714,-11.71428571,-13.71428571,-53.85714286,-39.14285714,14.85714286,-23.68325792,-8.847328244,-23.48611111,-28.51048951,-25.70926518,11.25862069,-11.4,-7.458333333,-35,-38.46666667,-19.65306122,7.8,-5.259927798,-1.964684015,-5.390697674,-10.32713755,-14.66526316,5.779047619,-19.31695332,-5.25255102,5.076502732,-36.36956522,-22.96543779,9.483950617,-29.28571429,-10.19047619,-25.25714286,-41.15714286,-31.11941392,11.64461153
13/12/2020,-10.72962963,-5.306818182,-25.74725275,-5.556414219,-19.48392157,7.3375,-54.14285714,-28,-54.42857143,-69.85714286,-48.28571429,18.28571429,-62,-32.71428571,-44,-72.85714286,-55.28571429,23.28571429,-26.49189189,-8.849002849,-25.7791411,-37.13531353,-29.3071066,11.68934911,-33.42857143,-14,-33.42857143,-45.71428571,-36.85714286,14.57142857,-20.77777778,-9.142857143,-26.28571429,-23.92307692,-22.11764706,12.71428571,-11.89226519,2.480243161,-10.17391304,-16.53744493,-19.6650641,8.924157303,-39,-12.42857143,-27.85714286,-47.85714286,-38.71428571,14.57142857,-20.34841629,-5.34351145,-32.65986395,-22.54861111,-25.61904762,11.05172414,-11.23333333,-4.625,-39,-33.44444444,-21.97916667,8.8,-2.976618705,1.813308688,-10.52803738,-6.908424908,-16.93697479,6.710679612,-22.42260442,-6.25255102,-7.452631579,-38.4978355,-27.31797235,11.77419355,-33.84761905,-13.8952381,-30.48571429,-43.34285714,-34.94065934,13.70576441
20/12/2020,-14.7314931,-2.787142857,-12.08077994,-13.07131783,-40.7724785,11.37887324,-56.71428571,-29.57142857,-54.28571429,-74,-53.28571429,17.85714286,-62.71428571,-32,-34.71428571,-74.71428571,-59,22.85714286,-28.40540541,-4.400576369,-17.59876543,-39.12624585,-42.6751269,13.61424332,-36,-10.57142857,-32.28571429,-49,-48.14285714,17,-31.88888889,-4.428571429,-24.85714286,-29.72727273,-40.10526316,14.57142857,-15.26478873,7.61682243,-8.754237288,-26.36563877,-39.09250399,12.13105413,-38.42857143,-10.85714286,-7.428571429,-43.57142857,-47.14285714,14.28571429,-19.14746544,-2.947761194,-9.633802817,-24.50694444,-39.57009346,12.35672515,-17.10344828,-4.923076923,-41.57142857,-38.65,-40.26530612,11.75,-9.669158879,4.536121673,-17.04017857,-12.92883895,-39.3615222,11.45634921,-20.98503741,-1.325641026,-10.72340426,-40.42982456,-38.10829493,12.75124378,-32.7047619,-8.976190476,-35.7,-46.25714286,-43.63314286,13.89022556
27/12/2020,-19.54010795,-11.82501811,-21.19714588,-19.60509031,-42.01840962,15.54155899,-59.45,-31.55,-47.8,-74.3,-52.85,18.55,-64.6,-36.95,-31,-75.85,-59.65,23.65,-30.35849057,-13.80527387,-8.871680365,-40.05641688,-44.24285399,15.74560021,-42.15,-21.5,-33.3,-54.75,-52.45,20.05,-31.625,-18.35,-35.8,-34.64285714,-41.99285714,17.5,-25.14247435,-11.93197946,-27.310169,-32.35634829,-42.92054784,17.07403846,-43.8,-18.1,-26.3,-44.85,-48.2,17,-5.579470199,-0.137362637,-7.7,-10.925,-17.71428571,6.19379845,-21.975,-15.9375,-27.3,-38.08333333,-45.72037422,16.11428571,0.552702703,2.925974026,-0.108552632,-2.147849462,-17.29278642,5.356763926,-46.57789523,-27.58460668,10.37266667,-69.67583905,-65.35645161,25.43164298,-37.83,-18.31666667,-28.225,-50.755,-45.52105263,15.93190476
03/01/2021,-12.65608466,-7.899176955,-18.5,-11.88036117,-20.39794755,8.782608696,-56.85714286,-27.85714286,-36.14285714,-69.42857143,-51.14285714,19.28571429,-64.28571429,-34,-44.85714286,-73.14285714,-56.85714286,24.14285714,-28.96476965,-12.38218391,-22.02760736,-38.06907895,-30.01518987,12.58579882,-38,-18.14285714,-32.28571429,-47.85714286,-39.71428571,16.28571429,-27.22222222,-13.57142857,-36.14285714,-28.58333333,-23.58823529,13.85714286,-15.66016713,-5.340361446,-20.875,-22.0619469,-19.584,9.69273743,-39.57142857,-13.85714286,-23.28571429,-48.57142857,-37.28571429,14.57142857,0,0,0,0,0,0,-13,-11.91666667,-42.42857143,-37.88235294,-19.22916667,9.033333333,0,0,0,0,0,0,-24.13861386,-10.20663265,-11,-39.0952381,-25.69354839,11.30348259,-34.45714286,-14.21904762,-34.5,-45.2,-34.57598344,13.18195489
10/01/2021,-18.32924694,-12.96734694,-26.45387454,-14.80855856,-22.18274688,9.208333333,-56.42857143,-28.28571429,-49,-70.57142857,-50.57142857,18,-63,-34.57142857,-38,-72.14285714,-57.14285714,23.28571429,-30.08423913,-13.44126074,-14.3364486,-38.01328904,-29.59240506,11.59467456,-38.85714286,-19.42857143,-28.42857143,-48.28571429,-39.14285714,15.85714286,-30.33333333,-16.14285714,-39.42857143,-29.08333333,-26.16666667,13.57142857,-19.09444444,-8.67673716,-24.72307692,-21.92888889,-19.39423077,9.415041783,-39.85714286,-15.57142857,-22,-53,-36.42857143,13.71428571,0,0,0,0,0,0,-16.26666667,-13.88,-45.28571429,-37,-19.60416667,9.068965517,0,0,0,0,0,0,-26.28960396,-12.89285714,-5.931216931,-39.75862069,-26.35023041,11.08188586,-35.27619048,-15.51428571,-30.25714286,-46.04285714,-35.18214286,12.8406015
17/01/2021,-16.46466431,-12.26501035,-17.7519084,-14.77878104,-21.56122449,8.88247012,-59.14285714,-32.85714286,-45.57142857,-74,-55,19.42857143,-61.57142857,-33.71428571,-29.14285714,-71.42857143,-57.85714286,22.42857143,-28.81621622,-13.81609195,-10.66981132,-38.04304636,-31.69113924,11.64497041,-39.42857143,-21,-31.71428571,-50.14285714,-40.28571429,15.85714286,-30.22222222,-17.28571429,-39.14285714,-26.23076923,-25.41176471,13.42857143,-17.26315789,-10.3,-20.55384615,-19.83482143,-21.01435407,9.16011236,-39.42857143,-15.71428571,-18.57142857,-53.28571429,-37.28571429,13.42857143,0,0,0,0,0,0,-16.86666667,-16.03846154,-35.57142857,-37.61111111,-20.95918367,9.033333333,0,0,0,0,0,0,-27.78765432,-15.59390863,-6.946524064,-40.44782609,-28.60599078,11.5361596,-36.25714286,-17.85714286,-31.9,-49.25714286,-37.34761905,13.1197995
24/01/2021,-14.29020979,-11.9835729,-15.59386973,-13.30630631,-18.50681818,7.276134122,-56.42857143,-27.57142857,-57,-71.42857143,-49.71428571,18,-63.85714286,-37,-52.14285714,-74,-57,23.71428571,-30.95652174,-17.04857143,-32.56574924,-42.01311475,-31.10379747,12.64792899,-38.57142857,-22,-40.28571429,-50.57142857,-37.85714286,15.42857143,-30.33333333,-17.57142857,-39.42857143,-25.76923077,-22.88235294,13.71428571,-20.83287671,-11.7195122,-26.42748092,-21.84,-19.104,9.743661972,-41,-16.85714286,-26.57142857,-53.71428571,-36.14285714,13.57142857,0,0,0,0,0,0,-18.56666667,-17.11538462,-41,-38.76470588,-19.36734694,8.896551724,0,0,0,0,0,0,-29.01470588,-16.41370558,-17.48677249,-40.5371179,-25.6797235,11.22084367,-38.24761905,-19.3047619,-40.31428571,-49.62857143,-35.34161491,13.17142857
31/01/2021,-10.85113835,-8.269151139,-9.357692308,-11.62022472,-17.89407745,6.493096647,-58.85714286,-31.14285714,-55,-72.28571429,-53.28571429,19.85714286,-58.57142857,-31.85714286,-37,-70.42857143,-54.85714286,21.57142857,-24.62702703,-11.4957265,-13.16510903,-36.39933993,-27.13670886,10.22781065,-33.85714286,-18,-28,-45.85714286,-35.71428571,13.28571429,-30.44444444,-19.85714286,-43.28571429,-25,-23,14.14285714,-18.72677596,-8.990881459,-28.12878788,-20.61777778,-18.57667732,8.960893855,-36.57142857,-11.85714286,-12.57142857,-51.85714286,-34.85714286,12,0,0,0,0,0,0,-18.8,-14.83333333,-51.28571429,-40.94117647,-21.58333333,9.103448276,0,0,0,0,0,0,-29.36228288,-14.10714286,-18.37172775,-42.19313305,-28.42626728,12.35820896,-41.18095238,-19.1047619,-42.74285714,-49.67142857,-39.5863354,15.33734336
07/02/2021,-17.88712522,-7.185950413,-32.68727273,-15.70469799,-22.49322799,9.845381526,-57.85714286,-29.71428571,-59.14285714,-72,-51.57142857,19,-58.57142857,-32.14285714,-41,-71.14285714,-55.14285714,21.71428571,-24.5148248,-9.774928775,-14.22570533,-36.1986755,-27.83544304,9.937869822,-33.71428571,-16.85714286,-31,-45,-35.85714286,13,-28.88888889,-17.85714286,-51.28571429,-22.38461538,-22.44444444,13.42857143,-21.92011019,-8.759146341,-40.23188406,-20.67256637,-21.52631579,9.872881356,-40.28571429,-14.28571429,-35.85714286,-50.57142857,-36.57142857,14,0,0,0,0,0,0,-18.26666667,-11.95833333,-43.14285714,-39.78947368,-21.93877551,8.166666667,0,0,0,0,0,0,-25.39259259,-9.437659033,-20.66492147,-37.31304348,-24.50921659,10.31683168,-37.17142857,-15.8047619,-41.3,-46.08571429,-36.05590062,12.77343358
14/02/2021,-43.96684119,-25.83266129,-52.70486111,-38.25842697,-55.75253093,20.73305955,-58.57142857,-30.71428571,-58.85714286,-73,-54.57142857,20.42857143,-56.14285714,-31.85714286,-36.71428571,-70.42857143,-55.28571429,21.71428571,-21.48918919,-9.595441595,-7.028481013,-34.76490066,-30.0835443,10.4852071,-31.57142857,-17,-24.28571429,-43.71428571,-35.85714286,13,-29.11111111,-19.85714286,-49.14285714,-23.46153846,-26.16666667,15,-22.55342466,-12.86746988,-36.4379562,-26.83842795,-28.03169572,12.0518732,-39,-16.42857143,-33.14285714,-48.28571429,-37.57142857,14,0,0,0,0,0,0,-19.33333333,-13.37037037,-44.85714286,-40.21052632,-31.42,10.75,0,0,0,0,0,0,-24.64127764,-12.09923664,-15.87096774,-39.16593886,-31.13824885,12.25313283,-36.86666667,-18.53809524,-39.64285714,-46.98571429,-38.59285714,13.74837093
21/02/2021,-4.804270463,-5.747863248,-12.44736842,-5.178899083,-16.33371429,5.411417323,-53.14285714,-25.57142857,-45,-69,-49,16.71428571,-55.28571429,-30.57142857,-28,-68.85714286,-53.14285714,20.57142857,-19.66307278,-9.397142857,-0.031347962,-31.56291391,-25.90101523,9.085545723,-30.71428571,-17,-20.57142857,-42,-34,12.14285714,-19.11111111,-14,-31,-20.66666667,-21.77777778,11.28571429,-7.912087912,-5.73088685,-7.433070866,-14.00900901,-15.68,6.718232044,-36.14285714,-14.42857143,-19.14285714,-46.57142857,-35.85714286,12.85714286,0,0,0,0,0,0,-9.733333333,-11.45833333,-24.28571429,-35.61111111,-16.27083333,6.666666667,0,0,0,0,0,0,-20.28746929,-9.860406091,-5.46961326,-33.72807018,-23.36635945,9.235148515,-30.7047619,-13.96190476,-26.85714286,-42.62857143,-33.54782609,11.09674185
28/02/2021,-3.265957447,-4.474576271,-4.318181818,-2.344110855,-17.01025057,4.916015625,-52.42857143,-25.71428571,-47.57142857,-68.57142857,-49.28571429,16.14285714,-54.28571429,-28.14285714,-32.28571429,-68,-52.85714286,20.14285714,-16.90026954,-6.288571429,-1.59047619,-30.06312292,-25.67341772,8.482352941,-29,-15.14285714,-23.14285714,-41,-34.14285714,11.71428571,-19.22222222,-10.57142857,-22.28571429,-17.41666667,-20.55555556,10.28571429,-3.439226519,-1.533536585,9.182608696,-10.09049774,-15.94871795,5.865013774,-32.71428571,-9.571428571,-2.857142857,-44.71428571,-34,10.57142857,0,0,0,0,0,0,-3.266666667,-7.541666667,-25.14285714,-32.9375,-16,5.9,0,0,0,0,0,0,-17.24754902,-7.320610687,-9.336898396,-31.18584071,-23.23963134,8.851851852,-28.37142857,-11.59047619,-27.87142857,-42.2,-33.49404762,10.82656642
07/03/2021,-1.183274021,-2.378435518,11.3647541,3.217889908,-20.94090909,4.952941176,-48.42857143,-21.57142857,-28.57142857,-66.71428571,-47.57142857,14.71428571,-54.71428571,-29.28571429,-36.57142857,-68.28571429,-53.57142857,20.85714286,-17.88140162,-7.467236467,-8.65830721,-31.68106312,-26.1928934,9.202941176,-29.71428571,-16.28571429,-29.85714286,-42.28571429,-34.28571429,12.14285714,-14.11111111,-8.428571429,14,-11.25,-21.5,9.571428571,-1.690607735,-0.722054381,37.30275229,-7.755760369,-16.06581059,5.52892562,-34.42857143,-3.571428571,-8.428571429,-45.28571429,-37.14285714,12.28571429,0,0,0,0,0,0,0.133333333,-7.416666667,-7.142857143,-26.55555556,-16.1875,5.5,0,0,0,0,0,0,-12.46928747,-5.538265306,27.97619048,-27.19469027,-22.54608295,7.696296296,-25.13333333,-9.40952381,-2.757142857,-42.8,-32.91594203,9.960902256
14/03/2021,8.517117117,1.217484009,20.36134454,10.23222749,-24.69074492,4.321568627,-49.28571429,-23.71428571,-37.85714286,-67.14285714,-47.57142857,15,-53.85714286,-29.85714286,-37.14285714,-68.42857143,-52.85714286,20.57142857,-13.77567568,-6.534482759,-8.713836478,-29.38943894,-25.83544304,8.579881657,-25.85714286,-15,-23.14285714,-39.28571429,-33.71428571,11,-12.88888889,-10.71428571,-15.14285714,-24.88888889,-22.72222222,9.857142857,1.845303867,-1.839879154,0.540983607,-4.876146789,-16.22222222,5.767313019,-40.14285714,-20.85714286,-20.42857143,-47.85714286,-47,15.42857143,0,0,0,0,0,0,2.9,-8.375,-18,-27.35294118,-17.47916667,5.533333333,0,0,0,0,0,0,-10.32273839,-5.663265306,6.955307263,-26.60176991,-22.51152074,7.698765432,-24.18095238,-10.86666667,-18.95714286,-42.24285714,-33.30952381,10.39949875
21/03/2021,5.021505376,-0.544680851,15.56734694,4.648837209,-17.04347826,3.653620352,-47,-21.71428571,-22,-64.85714286,-46.42857143,13.85714286,-49.85714286,-27.28571429,-21.71428571,-66.14285714,-51.71428571,18.85714286,-10.39516129,-5.028653295,10.18387097,-24.94019934,-24.81772152,7.194117647,-24.71428571,-15,-17.14285714,-37.85714286,-33.42857143,10,-9.888888889,-8.571428571,12.28571429,-15.5,-21.7,8.714285714,5.164804469,-0.291793313,31.58878505,0.341013825,-15.77741935,4.68119891,-29.28571429,-11.14285714,-12.14285714,-36.42857143,-34,10.71428571,0,0,0,0,0,0,6.9,-5.083333333,-8,-25.88235294,-18.93617021,4.8,0,0,0,0,0,0,-6.195599022,-4.053571429,53.66242038,-23.56306306,-21.98387097,6.522167488,-19.92380952,-8.714285714,9.514285714,-39.31428571,-32.34782609,8.778947368
28/03/2021,7.259057971,4.888888889,14.08097166,3.306976744,-20.85746864,3.867961165,-45.28571429,-19.85714286,-16.42857143,-65.57142857,-47.57142857,14.42857143,-47.85714286,-26.28571429,-17.28571429,-66.28571429,-52.57142857,18,-6.413513514,0.784482759,19.22368421,-21.28571429,-26.84517766,6.6,-22.42857143,-10.85714286,-10.42857143,-36.85714286,-35,9.285714286,-14,-2.857142857,13.57142857,-22.88888889,-24.83333333,8.428571429,8.458100559,8.920731707,38.07407407,3.824884793,-22.16267943,4.991712707,-25.71428571,-6.714285714,29.42857143,-35,-36.42857143,8.571428571,0,0,0,0,0,0,7.413793103,0.125,-16.85714286,-20.77777778,-20.93877551,5.482758621,0,0,0,0,0,0,-6.228710462,0.792307692,16.98837209,-23.69777778,-27.55990783,7.735148515,-21.39047619,-8.171428571,-11.74285714,-42.14285714,-36.84190476,9.856641604
04/04/2021,2.364768683,-0.172340426,22.46530612,3.489411765,-18.83826879,3.206225681,-42.71428571,-17.71428571,-3.142857143,-63.14285714,-46.71428571,12.85714286,-49.28571429,-27.42857143,-23.71428571,-66.57142857,-52.85714286,18.71428571,-9.875675676,-1.933908046,19.2295082,-20.99006623,-28.20253165,6.382352941,-24.57142857,-13.42857143,-11,-36.28571429,-34.71428571,9,-13.77777778,-6.857142857,27.57142857,-29.375,-27,8.428571429,2.002762431,0.659574468,50.59047619,1.082568807,-19.00636943,4.156756757,-26.42857143,-6.857142857,28.42857143,-34.85714286,-34.71428571,8.285714286,0,0,0,0,0,0,3.333333333,-7.333333333,-2,-20.46666667,-20.74,4.366666667,0,0,0,0,0,0,-7.490243902,-4.25255102,74.61643836,-20.61926606,-27.97004608,5.763546798,-20.26666667,-6.714285714,18.05714286,-36.98571429,-34.26547619,8.202005013
11/04/2021,1.525846702,-0.819915254,9.22983871,1.367205543,-18.19362187,4.322200393,-46.14285714,-21.71428571,-25.57142857,-64.71428571,-47.57142857,13.28571429,-49.42857143,-27.42857143,-20.57142857,-66,-51.57142857,18.28571429,-9.275675676,-3.23054755,14.63245033,-21.55629139,-24.50126582,6.320588235,-23.57142857,-14.85714286,-15.42857143,-36.42857143,-33,9.571428571,-12.22222222,-6.428571429,21,-13.18181818,-21.33333333,8,4.941666667,2.03030303,56.71428571,0.523148148,-15.84006462,3.759562842,-29.14285714,-10.71428571,-9,-35.57142857,-34.71428571,10.71428571,0,0,0,0,0,0,6.3,-5.125,-3.142857143,-27.375,-16.97916667,4.133333333,0,0,0,0,0,0,-7.221674877,-4.387755102,25.4011976,-23.9638009,-22.57373272,6.662561576,-22.88571429,-10.74285714,-8.985714286,-39,-32.18136646,9.138847118
18/04/2021,1.088652482,0.313432836,16.75609756,2.981395349,-17.25828571,4.054580897,-45.14285714,-20.57142857,-24.14285714,-64,-46.28571429,13.57142857,-49.28571429,-27.57142857,-22.42857143,-65.42857143,-50.71428571,18.57142857,-9.699186992,-2.954154728,13.48196721,-22.47194719,-24.03299492,6.405882353,-23.14285714,-14,-15.42857143,-35.28571429,-32.71428571,9.285714286,-15.44444444,-6.714285714,18,-10.27272727,-22.33333333,8.285714286,2.587078652,1.682779456,48.44036697,-0.023041475,-15.68548387,4.483695652,-26.14285714,-8.571428571,1.857142857,-33,-34.14285714,10,0,0,0,0,0,0,3.966666667,-3.375,-6.714285714,-24.5,-16.81632653,4.7,0,0,0,0,0,0,-6.736585366,-2.931122449,55.25465839,-20.71748879,-21.9562212,6.110565111,-19.8,-8.366666667,14.52857143,-37.11428571,-31.15610766,8.247619048
25/04/2021,-0.364285714,0.008421053,4.312741313,1.806074766,-17.07789233,4.484251969,-43.42857143,-18.28571429,-19.85714286,-63.42857143,-45.42857143,12.42857143,-48.42857143,-26.71428571,-24.85714286,-65.71428571,-51,18.28571429,-9.460916442,-2.755747126,12.5620915,-22.27759197,-23.99238579,6.377581121,-22,-13.14285714,-14.28571429,-34.28571429,-32.28571429,8.857142857,-9.333333333,-4.571428571,42.85714286,-9.181818182,-20.68421053,7.142857143,7.770308123,5.042296073,82.21875,3.925581395,-15.78352181,3.191374663,-23.85714286,-5.714285714,43.28571429,-31.71428571,-33.57142857,8.142857143,0,0,0,0,0,0,10.56666667,-0.791666667,4.142857143,-21.64705882,-16.72916667,3.6,0,0,0,0,0,0,-4.938875306,-0.951530612,51.91139241,-19.65470852,-21.79032258,5.673218673,-19.26666667,-7.00952381,11.38571429,-37.41428571,-31.22732919,7.956892231
02/05/2021,4.048300537,6.143162393,24.55102041,3.129930394,-16.58783008,2.764023211,-43,-17.14285714,-27.14285714,-62.57142857,-45.42857143,12.57142857,-46.42857143,-23.42857143,-17.71428571,-63.85714286,-50.14285714,17,-7.089430894,2.356321839,18.79867987,-21.23920266,-23.73536896,5.444117647,-20,-9.714285714,-12.85714286,-32.71428571,-32,8,-6.888888889,-0.714285714,36.14285714,-16.5,-22.11111111,6.857142857,8.80726257,9.651515152,73.04901961,3.366972477,-15.69551282,3.237837838,-24.14285714,-3.857142857,24.42857143,-30.57142857,-34,8.142857143,0,0,0,0,0,0,11.9,4.956521739,-15.28571429,-20.4,-17.08333333,3.419354839,0,0,0,0,0,0,-2.107579462,4.142857143,59.61842105,-18.66816143,-21.5921659,5.024570025,-16.8,-4.485714286,8.014285714,-36.51428571,-31.15670996,7.342857143
09/05/2021,0.55,4.28358209,14.48387097,2.964871194,-17.51885714,3.671875,-42.14285714,-16.71428571,-18.71428571,-62,-45.57142857,11.71428571,-46,-24.85714286,-22.57142857,-63.57142857,-50.14285714,17.14285714,-7.720867209,1.34870317,18.47666667,-21.20666667,-24.22278481,5.494117647,-20.85714286,-12.14285714,-14.14285714,-32,-32.28571429,8.142857143,-9,-2.285714286,29.57142857,-18.77777778,-22.26315789,6.571428571,7.899441341,8.151975684,68.7,4.640552995,-16.45585875,2.9373297,-23.14285714,-4,18.42857143,-27.14285714,-34.28571429,8,0,0,0,0,0,0,9.8,3.217391304,-6.857142857,-17.875,-17.95833333,2.733333333,0,0,0,0,0,0,0.376528117,4.644501279,90.26056338,-15.10550459,-22.38479263,3.838235294,-17.22857143,-4.861904762,20.48571429,-34.02857143,-31.99296066,6.828070175
16/05/2021,-1.775985663,0.150423729,-3.750957854,0.223529412,-17.36114286,5.084148728,-40.14285714,-15.85714286,-11.85714286,-60.42857143,-44.28571429,11.28571429,-44.57142857,-23.14285714,-19.85714286,-61.71428571,-48.71428571,17.14285714,-7.623306233,0.229226361,20.65448505,-21.40468227,-22.80964467,5.647058824,-20.85714286,-12.28571429,-13.42857143,-32.71428571,-31.28571429,8.285714286,-4.777777778,-2.142857143,64.57142857,-7.090909091,-23.31578947,5.714285714,8.571030641,6.763636364,84.58163265,6.536697248,-16.07877814,3.203252033,-21,-4.428571429,31.71428571,-23.71428571,-32.14285714,7.142857143,0,0,0,0,0,0,11.83333333,3.826086957,2.285714286,-15.4,-16.95833333,2.161290323,0,0,0,0,0,0,3.587378641,7.285347044,114.0671642,-13.65116279,-22.07142857,3.100490196,-15.8952381,-4.242857143,33.81428571,-32.81428571,-30.72943723,6.388972431
23/05/2021,3.355475763,5.210300429,13,6.897862233,-19.9977195,3.994129159,-40.28571429,-18.71428571,-21.14285714,-60.42857143,-44.42857143,11.85714286,-43.42857143,-23.42857143,-17.71428571,-60.57142857,-48,15.85714286,-4.18699187,2.82183908,29.44444444,-19.99666667,-23.10687023,5.067647059,-19.42857143,-11.57142857,-9.285714286,-33,-31.42857143,7.571428571,-4.777777778,-1.857142857,42.42857143,-23.5,-28.5,6,10.57627119,10.00609756,77.55555556,8.35483871,-20.26517572,3.224324324,-18.42857143,-1.142857143,52.28571429,-23.14285714,-32.42857143,5.428571429,0,0,0,0,0,0,13.13333333,6.869565217,0,-5.066666667,-20.93877551,2.806451613,0,0,0,0,0,0,3.263414634,7.695652174,81,-14.01834862,-23.48847926,4.01965602,-17.16190476,-5.595238095,14.91428571,-34.61428571,-31.31785714,6.911278195
