fy_18,2018-04-15,3275115.36468339,3107.29237570608,27454.2474627442,0,0,0,224636.206793834,402760.91848517,16830.8105393104,0,135890.065708603,9006.81116023405,0,3142.86001725234,0,1696.225812667,0,58308.2323606413,0,18400.6425677805,76633.8279475172,183778.498551146,0,57259.5928987872,154674.231135331,124356.932245549,0,74899.9887074397,0,0,0,0,0,0,379323.31507174,2837.6521727813,5342.96556848241,0,0,0,0,0,3686.79712896773,0,0,0,313645.772827087,509117.683525804,0,0,714163.067763764,0,84248.1972371439,0,0,0,0,398.966693541924,365.036057023177,,2018-04-15,6861082.20349944,6635829.8,,2018-04-15,fy_18,513568.483405337,379323.31507174,3275115.36468339,8180.61774126371,0,313645.772827087,1563830.57360948,714163.067763764,9006.81116023405,0,0,84248.1972371439
fy_18,2018-04-22,3180693.13738221,2992.27578148341,25531.6812670677,0,0,98676.6180225642,193507.700646915,352537.867438197,8009.70376692125,0,128985.985539638,12759.0638233336,0,2547.36638771813,0,366.102238881374,0,46473.7916844265,0,18270.0972157559,75469.5752293163,167610.638604129,0,3952.12285375432,16534.607318117,89397.7294402195,0,80838.1518907686,0,0,0,0,0,0,346948.127267994,1924.55806179419,4118.22657684861,0,0,0,0,0,2500.46683128185,0,0,0,312885.085981341,509117.683525806,0,0,705942.891847701,0,65113.0805673908,0,0,0,0,51.7081923754266,44.1560030304579,,2018-04-22,6453800.20138698,6937694.43000001,,2018-04-22,fy_18,511714.014552494,346948.127267994,3180693.13738221,6042.7846386428,0,312885.085981341,1311702.01532587,705942.891847701,12759.0638233336,0,0,65113.0805673908
fy_18,2018-04-29,3116737.72606175,2627.19658659942,17720.236168121,0,0,0,180303.665832018,303676.005242144,8129.15727267812,0,-132.105781989463,4542.61117967694,0,2121.79224116859,0,1698.67053236435,0,44503.9913046336,0,16645.0626725624,72676.5253140738,165959.27971339,0,-4209.10788875556,139204.236231088,65139.4839812393,0,71544.9337526265,0,0,0,0,0,0,310507.557548372,1540.3716797554,3017.80392599299,0,0,0,0,0,582.932001480947,0,0,0,293196.790711287,509117.683525807,0,0,700414.419045008,0,55506.3577074107,0,0,0,0,640.053674086903,9.06576620437588,,2018-04-29,6083422.39600079,6754788.21,,2018-04-29,fy_18,510349.734967579,310507.557548372,3116737.72606175,4558.17560574839,0,293196.790711287,1087609.02317396,700414.419045008,4542.61117967694,0,0,55506.3577074107
fy_18,2018-05-06,3235073.90809232,2685.2446521461,26948.6858924892,0,0,0,215211.457689391,374878.373054232,9139.02693443582,0,143314.639234242,3291.73619527758,0,2408.8704073026,0,1501.73251329002,0,185855.418180981,0,16774.1634165398,72851.4662769609,185978.905951367,0,6847.98559008821,158756.92171108,95841.8296401593,0,66381.7318593667,0,0,0,0,0,0,315985.987392397,4748.85666423629,6364.91033426357,0,0,0,0,0,0,0,0,0,325418.969920645,509117.683525803,0,0,744221.843448934,0,73094.6521793832,0,0,0,0,0,13.1451054496697,,2018-05-06,6782708.14586278,6634164.37999999,,2018-05-06,fy_18,509130.828631253,315985.987392397,3235073.90809232,11113.7669984999,0,325418.969920645,1565376.45300407,744221.843448934,3291.73619527758,0,0,73094.6521793832
fy_18,2018-05-13,3234210.26057047,2643.95927689495,10084.237687116,0,0,98667.0644435359,191733.36545433,327715.475342226,9219.29336196044,0,128705.059220675,56.9547917035241,0,2648.92563413128,0,398.055372708434,0,119913.088545055,0,13759.4694855115,72916.4539838035,189830.930611221,0,-898.994972408676,22022.8173878624,110486.97856312,0,82528.4160022038,0,0,0,0,0,0,309323.521480774,3516.05679241407,4634.22601786564,0,0,0,0,0,0,0,0,0,312741.914820748,509117.683525804,0,0,735027.618084315,0,48842.0278442182,0,0,0,0,349.232668865075,1.35031250746877,,2018-05-13,6540195.44230963,6518641.46,,2018-05-13,fy_18,509468.266507177,309323.521480774,3234210.26057047,8150.2828102797,0,312741.914820748,1382374.59539995,735027.618084315,56.9547917035241,0,0,48842.0278442182
fy_18,2018-05-20,3373869.95676933,2826.65908807576,24922.0759123855,0,0,53975.9582844766,257673.436499952,378789.43690422,14373.3251428106,0,13425.59359152,30702.6393461732,0,2833.5064688687,0,1243.52734965439,0,182690.328424345,0,15817.3363802363,79121.0031299081,195072.942756506,0,2683.25539347232,151653.92018202,142696.952921894,0,92990.4803622011,0,0,0,0,0,0,335827.507575364,6909.47047564578,8972.53334315435,0,0,0,0,0,0,0,0,0,343630.366686612,509117.683525803,0,0,778861.643557557,0,101283.872660234,0,0,0,0,1568.44411199764,130.283229797051,,2018-05-20,7103664.14007422,6998665.29,,2018-05-20,fy_18,510816.410867598,335827.507575364,3373869.95676933,15882.0038188001,0,343630.366686612,1612789.73879255,778861.643557557,30702.6393461732,0,0,101283.872660234
fy_18,2018-05-27,3579826.94702995,3209.30409401967,12071.5905773662,0,0,113300.478868422,296661.757452434,409304.832156113,18380.3727333336,0,221057.180318227,8694.04485643056,0,1876.98680839262,0,1522.26732921279,0,208372.022647819,0,18845.5747463221,85210.7588883558,208467.118654227,0,2278.12389127922,162378.89518501,132801.000872945,0,83451.2260139675,0,0,0,0,0,0,394961.246003478,11929.1752063511,15317.6659949205,0,0,0,0,0,0,0,0,0,392343.160211997,509117.683525804,0,0,842255.209875364,0,100532.998067924,0,0,0,100188.600568829,20.5995737093932,0,,2018-05-27,7934376.82215221,7839509.73,,2018-05-27,fy_18,609326.883668342,394961.246003478,3579826.94702995,27246.8412012716,0,392343.160211997,1979189.49123745,842255.209875364,8694.04485643056,0,0,100532.998067924
fy_18,2018-06-03,3640895.50010422,3474.84901894897,22245.4842854511,0,0,72419.2587951464,267764.552105445,377410.806028322,16752.2437442278,0,156029.492863272,58.9575887012709,0,4153.63590893127,0,351.012664281946,0,202199.316029236,0,19380.5484944464,84190.8603038633,214591.880769927,0,-194.578295809635,16243.4636934616,77512.0523212394,0,67023.8023868549,0,0,0,0,0,0,412761.29680868,8828.81295093197,15664.6526707808,0,0,0,0,0,0,0,0,0,367670.191394824,509117.683525805,0,0,823658.443737677,0,89265.1409549253,0,0,0,99001.0398873907,1402.53648552658,0,,2018-06-03,7569872.9372267,7384306.22000001,,2018-06-03,fy_18,609521.259898722,412761.29680868,3640895.50010422,24493.4656217127,0,367670.191394824,1601548.68111724,823658.443737677,58.9575887012709,0,0,89265.1409549253
fy_18,2018-06-10,3614522.10668825,3473.58895462386,27481.6216883754,0,0,67186.8577887571,251942.80436409,318670.898295617,12198.8054955839,0,8880.35040089375,4059.59025044503,0,6176.89393314605,0,1534.42412436073,0,185038.830788984,0,19128.5383080665,85337.0851892766,213351.020792431,0,-4.84761506835639,146106.001541959,104305.142902536,0,68394.3324695586,0,0,0,0,0,0,415016.308942294,9109.41391529333,16162.513104594,0,0,0,0,0,0,0,0,0,356396.306997982,509117.683525806,0,0,834675.258858156,0,108775.311530315,0,0,0,99541.9058743728,2020.06258763092,0,,2018-06-10,7488598.81169833,7281696.81,,2018-06-10,fy_18,610679.65198781,415016.308942294,3614522.10668825,25271.9270198873,0,356396.306997982,1519202.34942319,834675.258858156,4059.59025044503,0,0,108775.311530315
fy_18,2018-06-17,3624879.18076162,3461.65988495239,16638.310921492,0,0,105251.677474746,287650.70631134,225333.619966277,13001.577330472,0,125031.278873357,31987.4951855685,0,3018.16319899799,0,177.527202355657,0,194158.271253861,0,18359.9379847663,87361.3080202297,185724.20633678,0,-20.4107532932912,7565.48534960915,121653.961103211,0,96528.895619142,0,0,0,0,0,0,416039.287368943,9236.70756873289,15879.1695690264,0,0,0,0,0,0,0,0,0,324466.368010753,509117.683525807,0,0,839254.776478501,0,98122.9941370346,0,0,0,99787.2678518734,1427.65058790024,0,,2018-06-17,7461094.75712406,7156969.55999999,,2018-06-17,fy_18,610332.60196558,416039.287368943,3624879.18076162,25115.8771377593,0,324466.368010753,1490896.1760783,839254.776478501,31987.4951855685,0,0,98122.9941370346
fy_18,2018-06-24,3862170.51430426,3671.59412434158,33396.1528582325,0,0,0,299025.890949879,440008.428850783,10428.6241120646,0,9025.69641814963,21356.5044625709,0,2536.25588709657,0,1820.79430523154,0,174303.272548915,0,19580.8507141765,90358.6366022774,208377.765699322,0,209.374407364891,172153.327798467,111192.717199064,0,92211.3998474957,0,0,0,0,0,0,426563.525497565,11582.5235078353,19897.8983978821,0,0,0,0,0,0,0,0,0,380408.727378772,509117.683525806,0,0,875758.986205649,0,150651.054077582,0,0,0,104308.89184582,353.321810074759,0,,2018-06-24,8030470.41333668,8016740.13,,2018-06-24,fy_18,613779.897181701,426563.525497565,3862170.51430426,31480.4219057174,0,380408.727378772,1668300.78232286,875758.986205649,21356.5044625709,0,0,150651.054077582
fy_18,2018-07-01,3783200.56316468,6792.00639928539,24516.9777931824,0,0,118051.901933833,291036.632286719,498881.66808196,15276.0946698345,0,271053.201102037,11221.7224635041,0,2069.93891503807,0,1947.84652516773,0,166917.966634022,0,22753.1028694036,93621.444580382,234824.866381443,0,1076707.58149923,162175.889298337,119391.539866903,0,115495.557771137,0,0,0,0,0,0,415884.098579487,13056.2306774232,16551.2873416494,0,0,0,0,0,0,0,0,0,448885.179060896,509117.683525808,0,0,866557.720182078,0,156957.28819105,0,0,0,103712.402922634,8228.66196367697,0,,2018-07-01,9554887.05468079,9049360.97999999,,2018-07-01,fy_18,621058.748412119,415884.098579487,3783200.56316468,29607.5180190726,0,448885.179060896,3221514.21660791,866557.720182078,11221.7224635041,0,0,156957.28819105
fy_18,2018-07-08,3643498.64064831,6495.30515504702,28029.5303759736,0,0,0,277931.920892042,445680.803952907,18414.1578021651,0,218646.259669503,4313.51082214485,0,3530.98737576848,0,1939.74329105672,0,144348.899309775,0,23676.5596314029,90301.0229763166,222855.189821035,0,548717.384998445,165994.514350017,120230.68800861,0,94537.0633681128,0,0,0,0,0,0,406879.845259949,11707.0150518667,15672.7729805205,0,0,0,0,0,0,0,0,0,370044.283328107,509117.683525807,0,0,840754.52206944,0,153416.259614258,0,0,0,101466.938978513,2313.89089823919,0,,2018-07-08,8470515.39415533,8360440.82,,2018-07-08,fy_18,612898.513402559,406879.845259949,3643498.64064831,27379.7880323872,0,370044.283328107,2411330.03097818,840754.52206944,4313.51082214485,0,0,153416.259614258
fy_18,2018-07-15,3634114.30741014,6543.20912377176,42236.3932991533,0,0,112190.945073522,272512.73108142,603696.477986225,24636.0857493869,0,254188.624863774,0,0,13008.4963188742,0,817.700537791342,0,43719.4038919303,0,22547.784463066,91829.1575627506,221984.389629931,0,548637.965263894,22548.7368954825,148036.698681863,0,91024.9841946231,0,0,0,0,0,0,412802.313378449,12594.4497167717,16627.8204835042,0,0,0,0,0,0,0,0,0,396164.147983764,509117.683525804,0,0,852413.597348843,0,153331.76569383,0,0,0,102943.873061591,0,0,,2018-07-15,8610269.74322016,8748008.57,,2018-07-15,fy_18,612061.556587396,412802.313378449,3634114.30741014,29222.2702002759,0,396164.147983764,2520159.78461746,852413.597348843,0,0,0,153331.76569383
fy_18,2018-07-22,3700360.34133904,6705.91577933146,14666.4735075805,0,0,38340.9720013575,271586.319730604,505152.312086267,37488.4168280244,0,34810.2435260694,7207.42212580235,0,6477.06981589461,0,2313.47526876755,0,122044.417357218,3286.83100446769,24443.7675303851,96300.3890941023,276944.649778414,0,606908.413518039,171812.256737857,129760.865401017,0,89979.6358351742,0,0,0,0,0,0,424075.080702725,13572.9166468577,19299.530145584,0,0,0,0,0,0,0,0,0,430924.266680251,509117.683525804,0,0,868724.792162091,0,156892.567558269,0,0,0,104572.309740211,0,0,,2018-07-22,8673769.3354272,9277058.17999999,,2018-07-22,fy_18,613689.993266015,424075.080702725,3700360.34133904,32872.4467924418,0,430924.266680251,2439022.42480057,868724.792162091,7207.42212580235,0,0,156892.567558269
fy_18,2018-07-29,3979169.12818902,6944.02735623638,26456.6387156056,0,0,0,306977.996628582,445644.915221813,40751.1177472677,0,289895.057288642,28396.5170765533,0,2250.62684536255,0,2165.59472177383,0,43633.9076959834,111622.313704613,27108.7596202237,104915.354185721,284953.629819624,0,456334.510519681,191368.201141445,71440.184521013,0,100069.251429127,0,0,0,0,0,0,446630.009785144,15639.7602051172,20204.1886031806,0,0,0,0,0,0,0,0,0,415668.474938383,509117.683525805,0,0,887615.579397316,0,197575.894615439,0,0,0,108012.102906182,369.044679749395,0,,2018-07-29,9120930.47108461,9759176.32999998,,2018-07-29,fy_18,617498.831111737,446630.009785144,3979169.12818902,35843.9488082978,0,415668.474938383,2512532.08716271,887615.579397316,28396.5170765533,0,0,197575.894615439
fy_18,2018-08-05,3843909.27541231,6562.35738720816,22812.5242115499,0,0,105890.373465382,250064.550577448,301387.172551031,13856.8312993199,0,259340.681039723,7464.78326432208,0,1006.41048474785,0,1505.43656670767,0,29306.5532629749,185064.165300563,26050.4185661228,95955.6139280134,270014.306950472,0,300928.043910472,22695.2277760177,30757.3875084173,0,27672.1087520097,0,0,0,0,0,0,438243.280018625,15782.7497015194,16943.5487365446,0,0,0,0,0,0,0,0,0,425947.164167678,509117.683525807,0,0,848570.492375161,0,190146.896519719,0,0,0,105112.908552604,4129.79092743049,0,,2018-08-05,8356238.7367399,9523470.28000001,,2018-08-05,fy_18,618360.383005841,438243.280018625,3843909.27541231,32726.298438064,0,425947.164167678,1950870.16353818,848570.492375161,7464.78326432208,0,0,190146.896519719
fy_18,2018-08-12,3890143.06984945,6922.03416955559,31616.3446906836,0,731806.882791668,66587.0877499504,287142.244441292,366542.887631705,10330.1249676445,0,45585.6081698323,22421.5445499677,0,870.001464890234,0,2791.24336834784,0,26374.2867247929,241413.716561193,25664.7284716794,98006.5255112738,267228.779797077,0,730576.267508188,207658.65263147,42914.8451101636,0,65534.9719471705,0,0,0,0,0,0,443633.20986366,16664.8898543057,19720.8953214819,0,0,0,0,0,0,0,0,0,423922.660301707,509117.683525805,0,0,855188.327036163,0,199342.978697737,0,0,0,106405.686397097,1441.83977503375,0,,2018-08-12,9743570.01888099,9763662.81999999,,2018-08-12,fy_18,616965.209697936,443633.20986366,3890143.06984945,36385.7851757877,0,423922.660301707,3255567.23370858,855188.327036163,22421.5445499677,0,0,199342.978697737
fy_18,2018-08-19,3658300.59718907,6483.96575429413,9759.06461866459,0,508147.646412574,44219.1924702502,248250.759571034,248154.295035398,9429.14247588217,0,276390.285163212,12078.7025790752,0,969.905633986991,0,1697.22705388426,0,20894.9894474681,250146.252187615,21859.16280543,93874.0528296031,243420.746914392,0,299732.438617472,18241.9331250919,60414.5911337368,0,84734.9581402762,0,0,0,0,0,0,428261.74411471,14341.7879707886,17147.2037146102,0,0,0,0,0,0,0,0,0,417389.831123905,509117.683525805,0,0,849475.548925102,0,130179.898067862,0,0,0,103001.176766709,113.850273973521,0,,2018-08-19,8586228.63364187,8695245.65,,2018-08-19,fy_18,612232.710566488,428261.74411471,3658300.59718907,31488.9916853987,0,417389.831123905,2446820.60939027,849475.548925102,12078.7025790752,0,0,130179.898067862
fy_18,2018-08-26,3518200.57932187,5565.79265728896,55315.4877400676,0,193244.64203783,0,224646.331926331,230548.115607016,8757.9687989751,0,5291.50373440882,7165.83265230257,0,0,0,876.544825564496,0,13650.9583692929,234659.922889291,11065.4742828011,85592.8606518821,174345.945641146,0,422692.874930039,87765.6096994498,-230.773910253334,0,1810.87915971069,0,0,0,0,0,0,406222.057087991,12028.9953938293,15947.8839065085,0,0,0,0,0,0,0,0,0,356646.465518333,509117.683525806,0,0,834334.742643005,0,130921.301976632,0,0,0,99611.7754420352,510.970066219532,0,,2018-08-26,7646308.42657538,7967797.15000001,,2018-08-26,fy_18,609240.429034061,406222.057087991,3518200.57932187,27976.8793003378,0,356646.465518333,1755600.13904084,834334.742643005,7165.83265230257,0,0,130921.301976632
fy_19,2018-09-02,3591299.43314082,2877.41826349001,28758.8146133177,0,9000.27789227703,115230.967346709,183974.88135845,276477.81111409,23206.2884874768,0,190804.166211482,17187.3375254162,0,0,0,0,0,2180.15591743121,221463.510801877,8257.33390511108,87195.5931725539,206074.262000017,0,188287.99281622,113223.439298394,11650.2066626679,0,9252.27584840045,0,0,0,0,155812.771673168,0,404585.897908618,11878.220238816,16137.6875310298,0,0,0,0,0,0,0,0,0,395108.97762772,509117.683525805,0,0,846133.121105527,0,121645.444445036,0,0,0,0,9779.77484756908,0,,2018-09-02,7756601.74527949,8236536.95,,2018-09-02,fy_19,674710.230046542,404585.897908618,3591299.43314082,28015.9077698458,0,395108.97762772,1677915.39570996,846133.121105527,17187.3375254162,0,0,121645.444445036
fy_19,2018-09-09,3182914.65599883,2403.79112858914,14927.3719050609,0,-1264.10944465935,0,219616.815424537,291704.7172034,19306.4524644004,0,113581.082765174,921.831572314558,93.410652661344,0,0,171.235621972685,0,1821.29915548218,156190.251321297,9008.82921563793,73369.9598490284,213087.957538417,0,-25102.7768369553,-1053.29316447759,21765.6780108291,0,18910.8312605204,0,0,0,0,0,0,352148.036405338,3664.76127171214,5670.85775987414,0,0,0,0,0,0,0,0,0,308597.84633783,509117.683525807,0,0,732613.786282913,0,64111.0792788807,0,0,0,0,1195.75959857495,16.8219514520796,,2018-09-09,6289512.62405444,6395116.07,,2018-09-09,fy_19,510330.265075834,352148.036405338,3182914.65599883,9335.61903158628,0,308597.84633783,1128446.09341825,732613.786282913,1015.2422249759,0,0,64111.0792788807
fy_19,2018-09-16,3143080.62553143,2426.71620976592,11855.1967037098,0,9.04063222499599,10651.8059872225,254445.877887966,345816.638972226,22527.2118703393,0,22015.142500464,11301.0517239198,637.753114668126,0,0,1202.89391435063,0,1838.66898037593,107155.700021412,9231.62038126117,78492.0805594175,211316.758094332,0,473874.19065921,80782.3055697625,41548.0569526186,0,43430.6353793005,0,0,0,0,0,0,352100.670180617,3657.34219450318,5292.95320349785,0,0,0,0,0,0,0,0,0,326094.818230407,509117.683525805,0,0,734865.067704526,0,69583.9261430746,0,0,0,0,2973.89086296884,0,,2018-09-16,6877326.32369138,6399391.77000001,,2018-09-16,fy_19,512091.574388774,352100.670180617,3143080.62553143,8950.29539800103,0,326094.818230407,1718620.54127596,734865.067704526,11938.804838588,0,0,69583.9261430746
fy_19,2018-09-23,3204233.85151069,2454.74856278437,18673.3556543112,0,1.70131070342217,98304.4610064797,256564.890398368,339136.869856454,27238.0943203879,0,142182.637709282,8275.81164462112,3087.34159125729,0,0,3632.49186982223,0,0,60609.5821389935,9728.68215205602,81456.5656195161,199312.18954964,0,79667.8069931351,1594.12930815736,77800.7395061714,0,22036.5871039076,0,0,0,0,0,0,365144.540072092,4745.66007684159,7117.06864780777,0,0,0,0,0,0,0,0,0,314645.285901938,509117.683525806,0,0,749659.781654174,0,63475.8000758083,0,0,0,0,924.127673193189,0,,2018-09-23,6650822.4854344,6540571.56,,2018-09-23,fy_19,510041.811198999,365144.540072092,3204233.85151069,11862.7287246494,0,314645.285901938,1420395.53306017,749659.781654174,11363.1532358784,0,0,63475.8000758083
fy_19,2018-09-30,3167859.04052097,2471.82361019858,19444.1967554083,0,-0.269713630645629,0,243509.03161861,326414.310068683,29387.0738032734,0,14216.8553736328,0,966.797992762877,0,0,1935.96995334612,0,0,9818.44807717062,9015.93273715687,79916.7221615844,190578.866143647,0,456820.586962369,103074.950371854,10082.8266685332,0,17239.5102199028,0,0,0,0,0,0,375040.261568502,5161.41639192311,7625.34824348404,0,0,0,0,0,0,0,0,0,334988.164195077,509117.683525806,0,0,759101.149535514,0,60795.664036536,0,0,0,0,629.551643350141,14.1750281152804,,2018-09-30,6735226.08749378,6488498.32,,2018-09-30,fy_19,509761.410197271,375040.261568502,3167859.04052097,12786.7646354071,0,334988.164195077,1513926.83481174,759101.149535514,966.797992762877,0,0,60795.664036536
fy_19,2018-10-07,2944635.4783529,2281.63043365269,17849.4962482884,0,-0.265745424788283,89371.3329173749,177687.134816692,157486.464848268,14334.1674011316,0,106833.292894605,1072.13908688034,3279.64947084401,0,0,1551.57423215471,0,88044.1112495184,2189.36745663852,7537.68719615333,71764.8074013765,179448.619308241,0,35190.0055917605,906.182111997761,7153.41973679933,0,17466.5720671087,0,0,0,0,0,0,342671.794121962,143.88780837887,202.094616147493,0,0,0,0,0,0,0,0,0,277989.347347258,509117.683525806,0,0,679619.65614981,0,33616.0182367695,0,0,0,0,126.862949547376,4.75390439877037,,2018-10-07,5769574.96573704,6144646.53,,2018-10-07,fy_19,509249.300379752,342671.794121962,2944635.4783529,345.982424526363,0,277989.347347258,977095.600166335,679619.65614981,4351.78855772436,0,0,33616.0182367695
fy_19,2018-10-14,2952692.84031064,2305.16940997242,25806.0125528365,0,0.00473998898275185,0,210367.709168317,147196.568400451,9841.10420639512,0,3257.35874765045,0,1597.73192177111,0.0753560340713305,0,1856.03168455146,0,88952.4390045906,2211.95458028225,7871.3215832919,70931.0751157535,189102.790009473,0,408380.640327317,68971.7805595948,25584.1682746396,0,26937.7982660787,0,0,0,0,0,0,351263.138733296,1577.86257280462,2216.15392281758,0,0,0,0,0,0,0,0,0,301648.110523949,509117.683525805,0,0,700257.607523365,0,39319.9540534226,0,0,0,0,1057.87656148256,1.25808656691413,,2018-10-14,6150324.21972314,6059704.06,,2018-10-14,fy_19,510176.818173854,351263.138733296,2952692.84031064,3794.0164956222,0,301648.110523949,1289574.00198722,700257.607523365,1597.73192177111,0,0,39319.9540534226
fy_19,2018-10-21,2911216.35325973,2304.02394574891,20727.107192493,0,-0.000034605109861599,90248.4854987693,202920.577351265,121233.342650143,21280.9643065984,0,138618.17377481,0,1475.47596394517,113.734624186559,0,1807.16715442263,0,88908.2375519706,2210.85543554162,9437.11463570824,72272.4889429833,203094.07762898,0,68343.6730450758,970.549775922478,71057.7368798518,0,56669.3685353931,0,0,0,0,0,0,357597.302366755,1667.01446457733,2432.92025634769,0,0,0,0,0,0,0,0,0,307724.728241707,509117.683525807,0,0,712822.464597357,0,11233.8803502195,0,0,0,0,518.921793455844,107.282231723942,,2018-10-21,5988131.70594688,5880559.6,,2018-10-21,fy_19,509743.887550987,357597.302366755,2911216.35325973,4099.93472092502,0,307724.728241707,1172217.67889526,712822.464597357,1475.47596394517,0,0,11233.8803502195
fy_19,2018-10-28,3025320.29168649,2565.46302106021,32003.1284769921,0,0.000491485613697528,35997.3231702151,223309.262657008,259872.868930444,25153.1496152057,0,7385.44421308175,4982.62356352716,1561.32242478707,225.969064466762,0,2028.91987558966,16967.407387967,93094.1037346478,2314.94415956975,13886.0227304054,75865.1372213684,201860.823886776,0,458873.13012907,109437.160603423,62769.3953400297,0,87318.9799342801,0,0,0,0,0,0,377659.255104308,2684.85427826168,4197.39266678914,0,0,0,0,0,0,0,0,0,301651.984689806,509117.683525805,0,0,731283.89693948,0,30268.1171843327,0,0,0,0,792.402904227834,247.661306143533,,2018-10-28,6700696.12091704,5986975.73,,2018-10-28,fy_19,510157.747736176,377659.255104308,3025320.29168649,6882.24694505083,0,301651.984689806,1710928.63464309,731283.89693948,6543.94598831423,0,0,30268.1171843327
fy_19,2018-11-04,3094028.08395402,2884.94194056264,44324.9548681352,0,0.0000684116531475976,98290.5231714018,240335.96641855,470091.692893627,23100.1195963276,0,150732.39431501,5134.30695089972,385.766109855778,1168.36817629673,0,1754.81135740845,45063.293328675,96978.7688709687,2411.54300426979,14401.5982130459,80427.0686101738,176619.062305145,0,97831.5463459552,4710.0313548584,76908.7595195971,0,57672.2465113326,0,0,0,0,0,0,397381.25040922,6318.70603993197,7189.62216526027,0,0,0,0,0,0,0,0,0,334441.433147518,509117.683525804,0,0,754649.130460933,0,74021.2200818414,0,0,0,0,610.162402132159,251.793340990244,,2018-11-04,6869236.84945815,7076833.90999999,,2018-11-04,fy_19,509979.639268927,397381.25040922,3094028.08395402,13508.3282051922,0,334441.433147518,1685707.69086975,754649.130460933,5520.0730607555,0,0,74021.2200818414
fy_19,2018-11-11,2874392.74733946,2653.72530033373,31479.0266861475,0,-0.00002053800683758,19422.3537901026,184804.398041743,413842.500001161,30145.4062192672,0,-5002.40145023989,0,1936.26365360681,629.948376296929,0,1522.00675614319,44743.9447516518,0,2218.26740888569,12552.3520774717,74221.1904247686,130900.681906211,0,-3545.22661530715,112620.795296521,73499.8034697687,0,70339.5734520079,0,0,0,0,0,0,366948.032398119,-295.710565887763,-350.39473241425,0,0,0,0,0,0,0,0,0,342212.688190709,509117.683525807,0,0,697642.815161764,-245.329794506259,51338.345495389,0,0,0,0,-12.2517942300099,-55.6257003341007,,2018-11-11,6039677.60904987,6456602.29,,2018-11-11,fy_19,508804.476236736,366948.032398119,2874392.74733946,-646.105298302013,0,342212.688190709,1197048.3458724,697642.815161764,1936.26365360681,0,0,51338.345495389
fy_19,2018-11-18,3077456.63803892,2876.86808709176,40932.936553185,0,0.00000296986947020627,15372.3679859258,245736.866174713,472400.081427426,34785.7807894362,0,207886.018493107,0,3664.94447850774,637.926159492102,0,1859.93102125934,37082.5665164286,0,2404.79401408041,15596.1965843745,81502.3996105921,163004.322616551,0,536510.509775235,106841.474497721,72093.3657159759,0,55253.4280688308,2481.36453477193,0,0,0,0,0,374591.419726686,2003.49549781603,2410.41107444237,0,0,0,0,0,0,0,0,0,352078.339744474,509117.683525803,0,0,711911.333351859,0,121792.861548862,0,0,0,0,49.0166601062526,87.8721366860789,,2018-11-18,7250423.21441333,7162438.61,,2018-11-18,fy_19,511735.936857367,374591.419726686,3077456.63803892,4413.9065722584,0,352078.339744474,2092777.8340944,711911.333351859,3664.94447850774,0,0,121792.861548862
fy_19,2018-11-25,2719502.556873,2578.43144460886,24129.4888406594,0,-0.000000653697536826829,92859.3080541817,158329.974992419,284848.172022546,22448.4129510405,0,109227.504401871,0,1601.08191531392,792.382993571654,0,1428.24046705075,27242.7778834974,0,2133.10146382655,11940.2991134262,71194.5954056443,156864.287450973,0,6146.94986992289,1930.26881643677,41336.4242198634,0,57629.7080646048,0,-6715.19727560957,0,0,0,0,322157.914802344,-5421.96332707193,-7554.02718831762,0,0,0,0,0,0,0,0,0,288978.03502453,509117.683525804,-4498.21312558679,0,642760.557096093,0,78290.3688180922,0,0,0,76430.2812948549,-68.2892806543711,-854.133241471392,,2018-11-25,5686786.98436681,5494295.22,,2018-11-25,fy_19,573412.131897337,322157.914802344,2719502.556873,-12975.9905153896,0,288978.03502453,1073060.32845549,642760.557096093,1601.08191531392,0,0,78290.3688180922
fy_19,2018-12-02,2354248.15346132,2295.63914324401,18786.377111625,0,-0.000000119075317419371,0,108059.521872191,201268.481296233,14415.833594805,0,-5269.84042166255,205.661009375186,2725.1897743091,1520.35036277264,0,946.427020457322,46642.6595454388,0,255.471473531571,9087.91908385094,59253.9572872834,123808.723307992,0,-29309.1213838495,93474.0522874532,46033.7071490839,0,45344.7305584629,0,0,0,0,0,0,264778.426595608,-10669.8366638045,-17488.5188677948,0,-45188.0659629414,0,0,0,0,0,0,0,236411.294960052,509117.683525806,0,0,553333.494338278,0,76829.654652305,0,0,0,0,-5486.34705795091,-4077.1025304698,,2018-12-02,4651354.57652288,4844677.64,,2018-12-02,fy_19,454366.167974444,264778.426595608,2354248.15346132,-28158.3555315993,0,236411.294960052,736614.889288793,553333.494338278,2930.85078368428,0,0,76829.654652305
