fy_20,2019-12-29,"132,733","1,909,639","1,099,788","104,632",0,"-69,690",0,"7,188",0,0,0,"348,788","42,511","31,731","1,309,939",0,"679,320","193,592",0,0,"2,226,394","37,183","101,869","151,519","315,408","7,988","205,119","169,564","4,074",0,"-17,132",0,"615,572","79,334","102,439","138,629",0,"88,707","-18,653","729,640",,2019-12-29,10727824.3675913,10962014.68,,2019-12-29,fy_20,2553173.39555168,1099788.01690302,104631.694443101,-69690.4530063931,0,1309939.21817243,2422211.36710354,2226394.23702313,7988.10430441626,205119.203975176,138629.100250624,729640.482870621
fy_20,2020-01-05,"88,988","1,909,639","903,638","171,565",0,"-147,441",0,699,0,0,0,"269,959",696,"17,372","938,079",0,0,"176,869",0,0,"1,802,117","23,116","75,936","114,539","212,201","5,811","95,051",0,"11,573",0,"-61,502",0,"335,572","11,800","21,931","113,904",0,"14,823","-30,903","408,914",,2020-01-05,7484945.60132331,7283067.30999999,,2020-01-05,fy_20,1817233.23009609,903637.515373516,171564.967023771,-147441.308733785,0,938079.425234463,1376074.59456588,1802117.29072031,5810.75759291544,95051.1074623969,113904.18315495,408913.838832795
fy_20,2020-01-12,"77,010","1,909,639","869,033","119,973",0,"-172,420",0,0,0,0,0,"240,917",663,"18,413","902,155",0,0,"91,507",0,0,"1,743,613","22,083","78,243","116,769","198,948","4,243","91,411",0,"9,048",0,"-67,126",0,"387,723","2,249","33,929","109,542",0,"5,894","-54,154","383,123",,2020-01-12,7122429.16433841,7595404.33000001,,2020-01-12,fy_20,1788358.48999909,869032.507574661,119972.56808774,-172420.199763759,0,902155.456525876,1283397.03509579,1743613.28536146,4243.44201297166,91411.1033024693,109542.196097817,383123.280044296
fy_20,2020-01-19,"71,164","1,909,639","893,549","145,902",0,"-151,358",0,"7,681",0,0,"2,612","255,068",701,"13,070","920,295",0,0,"49,527",0,0,"1,823,458","24,119","82,509","123,020","213,736","55,903","94,769","116,838","9,655",0,"-61,939",0,"301,417","29,084","72,115","113,566",0,"108,978","-32,628","385,140",,2020-01-19,7577591.60374267,7906804.39,,2020-01-19,fy_20,1815072.42885285,893549.386278129,145901.967394939,-151358.230315361,0,920295.385995208,1481294.78868582,1823458.07730613,55903.2655062785,94768.7652330981,113565.839269676,385139.929535901
fy_20,2020-01-26,"55,589","1,909,639","812,116","157,997",0,"-169,918",0,"7,718",0,238,"12,316","260,363",663,"20,046","787,902",0,0,"142,057",0,0,"1,756,638","22,274","82,203","112,578","270,233","67,176","68,244",0,"16,355",0,"-57,795",0,"188,977","46,649","45,342","109,516",0,"123,649","-48,664","333,251",,2020-01-26,7133353.70350873,7301795,,2020-01-26,fy_20,1803179.99116794,812116.406845229,157997.215697359,-169918.249432462,0,787902.026519495,1407250.30668526,1756638.45727198,67176.4614988306,68243.7534629794,109515.975227012,333251.358565114
fy_20,2020-02-02,"43,647","1,909,639","774,651","144,532",0,"-164,251",0,"6,853",0,0,"153,767","258,007",684,"24,836","806,588",0,0,"185,864",0,0,"1,760,355","22,802","83,623","111,535","328,549","7,451",0,0,"10,629",0,0,0,"118,007","9,548","79,676","110,149",0,"119,784","-54,221","339,973",,2020-02-02,7192679.13568367,6822233.43,,2020-02-02,fy_20,1855417.86234099,774651.074540996,144532.376671155,-164250.911380334,0,806588.477163895,1557811.69277245,1760355.0910129,7450.86292757402,0,110149.360456914,339973.249177122
fy_20,2020-02-09,"33,889","1,909,639","785,566","162,221",0,"-173,658",0,"5,172",0,111,"40,665","269,758",704,"27,440","775,145",0,0,"106,264",0,0,"1,767,865","23,642","86,615","129,162","377,833","16,057","93,213",0,"20,306",0,0,0,"361,040","1,967","77,558","111,701",0,"101,453","-61,576","412,204",,2020-02-09,7461955.11092392,7154030.89,,2020-02-09,fy_20,1848062.56935815,785565.717993839,162220.532384856,-173657.717643469,0,775144.879168233,1663578.99697245,1767865.02180966,16056.9459765455,93212.8704898227,111701.337902577,412203.956511256
fy_20,2020-02-16,"28,056","1,909,639","853,316","167,068",0,"-128,548",0,"6,945",0,258,"19,583","315,491",798,"24,830","999,276",0,0,"62,056",0,0,"1,929,200","27,865","97,604","159,677","466,459","73,994","101,252","128,151","45,309",0,0,0,"369,174",446,"138,360","121,335",0,"111,308","-29,760","523,642",,2020-02-16,8522786.75067303,8155084.65,,2020-02-16,fy_20,1879878.34932184,853315.674907232,167068.097823174,-128547.912891259,0,999276.127986449,2002373.04341119,1929200.35823395,73994.3311900425,101251.877048799,121334.855069536,523641.948572079
fy_20,2020-02-23,"18,729","1,909,639","858,856","193,526",0,"-149,048",0,"6,620",0,"5,717","40,251","300,875",744,"8,654","964,971",0,0,"29,133",0,0,"1,851,235","24,400","92,517","150,155","455,000","53,718",0,0,"54,040",0,0,0,"236,333","19,133","107,698","117,169",0,"80,558","-26,020","413,875",,2020-02-23,7818478.50945534,8226302.02,,2020-02-23,fy_20,1883618.9957753,858855.72712681,193525.776659607,-149047.756910456,0,964970.671934993,1630558.13782958,1851235.2451828,53717.662262398,0,117169.392269494,413874.657324813
fy_20,2020-03-01,"106,901","1,909,639","890,516","179,907",0,"-166,123",0,"5,741",0,"30,097","38,624","306,394",710,"21,684","899,911","3,131",0,"114,395",0,0,"1,843,612","24,679","96,655","150,437","468,394","66,909",0,0,"37,616",0,"116,436",0,"247,584","42,843","68,762","116,709",0,"92,787","-35,974","396,234",,2020-03-01,8075207.6316779,8134081.12,,2020-03-01,fy_20,1990100.32859262,890515.771785988,179907.162970656,-166123.462489189,0,899911.236433949,1857432.5440413,1843611.82056385,66908.9101450696,0,116709.075775938,396234.243857718
fy_20,2020-03-08,"116,997","1,909,639","913,785","94,258",0,"-156,521",0,"6,518",0,765,"42,273","322,612",748,"25,683","785,731","3,298",0,"154,920",0,0,"1,877,461","25,330","103,253","152,336","494,918","59,342","74,626","117,478","31,374","227,878","119,479",0,"431,895","46,659","101,369","119,759",0,"94,499","-36,405","430,299",,2020-03-08,8692251.47398491,8368335.75,,2020-03-08,fy_20,2220590.43355611,913785.082185906,94257.823901903,-156521.460421025,0,785730.563182563,2272921.62839667,1877460.69119293,59342.3076230791,74626.4029153881,119758.701393765,430299.300057614
fy_20,2020-05-31,"52,764","1,909,639","970,949","106,216",0,"-162,290","389,645","1,566",0,0,"3,203","310,410",0,"27,574","1,007,203",0,0,97,0,"1,719","1,884,892","39,931","106,225","109,000","447,079","9,145",0,0,"11,532","225,434","-192,557",0,"1,378",19,"54,229","118,474",0,"38,490",-178,"979,304",,2020-05-31,8451090.35999992,8451090.36,,2020-05-31,fy_20,1942336.7626855,970948.550011366,106216.16941692,-162290.272789977,389645.230920122,1007203.42643093,1205215.6754745,1884891.84700115,9144.53510348875,0,118474.163838321,979304.271907612
fy_20,2020-06-07,"57,190","1,909,639","1,358,412","214,526",0,"10,781","945,020","1,547",0,0,0,"427,406",0,"41,490","1,445,810","11,861",0,70,0,"2,887","2,627,165","59,302","155,416","178,285","612,930","10,381","68,193",0,"11,599","313,714",0,0,"1,191",5,"48,175","164,869",0,"27,748",28,"1,406,512",,2020-06-07,12112152.8064894,13196123.46,,2020-06-07,fy_20,2223381.27824369,1358412.03166362,214526.281420165,10780.9799041697,945020.489569615,1445809.55932246,1637101.50412675,2627164.91431739,10381.2430818454,68193.4033134269,164868.926574424,1406512.19495185
fy_20,2020-06-14,"39,183","1,909,639","1,291,065","200,031",0,"-16,020","702,603",294,0,131,0,"377,206",0,"47,630","1,459,168","220,777",0,33,0,"2,712","2,312,074","54,070","147,153","179,413","560,979","55,820","64,813",0,"3,518","298,161",0,0,671,1,"17,767","156,695",0,"21,903","-3,039","1,335,689",,2020-06-14,11440140.3185548,11116990.31,,2020-06-14,fy_20,2204760.56240101,1291064.88087398,200031.341770207,-16020.0851233787,702602.518471697,1459167.73825442,1673442.47946718,2312074.29698456,55820.0542813533,64812.5208501111,156695.079317686,1335688.93100602
fy_20,2020-06-21,"25,524","1,909,639","1,165,655","202,808",0,"-39,474","526,391","10,998",0,467,0,"310,876",0,"28,401","1,432,132","10,148",0,15,0,"2,470","2,022,158","49,425","131,380","161,043","502,545","7,886",0,0,"2,516","284,250",0,"36,721",367,"39,375","80,424","149,384",0,"16,438","-5,515","1,282,973",,2020-06-21,10347417.4688722,9547107.90000001,,2020-06-21,fy_20,2188374.07604805,1165654.67693086,202807.809802437,-39473.5684177135,526390.546941023,1432132.37862292,1409130.58970839,2022157.53518873,7885.83621372254,0,149384.356866075,1282973.23096775
fy_20,2020-06-28,"17,610","1,909,639","1,039,950","199,299",0,"-46,357","409,747","12,235",0,210,0,"292,253",0,"27,011","1,433,772","9,893",0,7,0,"2,408","1,920,540","50,120","131,031","167,697","509,144","12,038",0,0,"2,317","280,531",0,"139,546",214,"42,902","136,553","147,430",0,"6,082","-1,444","1,326,231",,2020-06-28,10178609.3617824,9920555.11000001,,2020-06-28,fy_20,2188725.39012642,1039950.19528531,199298.883281765,-46357.4425143319,409747.310589381,1433772.36790102,1547233.76686606,1920540.0146132,12038.136047781,0,147429.650327744,1326231.08925802
fy_20,2020-07-05,"11,095","1,909,639","854,280","104,815",0,"-201,755","278,717","10,073",0,295,0,"238,225",0,"18,657","1,303,785","8,856",0,"535,637",0,"2,155","1,624,578","44,548","116,823","157,677","508,746","88,798",0,0,"13,756","241,238",0,"130,195",115,"7,760","211,805","126,780",0,"71,062",-754,"1,113,285",,2020-07-05,9530885.35582856,9463500.91000001,,2020-07-05,fy_20,2150122.68654423,854280.173505015,104815.193114747,-201754.837219774,278716.646923832,1303784.91215182,2087479.61517714,1624577.75264456,88798.4228259378,0,126780.033401785,1113284.75675926
fy_20,2020-07-12,"7,424","1,909,639","820,153","71,539",0,"-243,766","212,145","13,009",0,551,0,"165,174",0,"24,886","1,200,592",0,0,"530,512",0,"2,055","1,485,131","41,270","115,341","147,528","525,403","82,873",0,0,"46,459","231,601",0,"116,086",66,"25,603","221,621","121,715",0,"129,971","-2,515","1,155,009",,2020-07-12,9157076.36742148,10157561.83,,2020-07-12,fy_20,2138725.03269028,820152.765811686,71539.4695314585,-243765.802184938,212145.013868156,1200592.32338167,2112958.43758449,1485131.15724149,82873.3135049275,0,121715.3321229,1155009.32386936
fy_20,2020-07-19,"6,008","1,909,639","957,573","100,483",0,"-62,047","196,123","8,150",0,"2,290",0,"126,373",0,"22,365","1,417,162",0,0,"579,245",0,"2,373","1,717,476","51,926","135,669","217,363","642,321","94,595",0,0,"56,485","269,569",0,"147,696",46,"54,758","250,062","141,669",0,"152,487","-6,484","1,391,600",,2020-07-19,10582975.0637005,10168257.95,,2020-07-19,fy_20,2172723.65034802,957573.40993002,100483.073962364,-62047.3515223847,196123.394373545,1417161.89699466,2455617.45290795,1717475.66555646,94594.8355586389,0,141669.129137719,1391599.90645346
fy_20,2020-07-26,"4,039","1,909,639","965,250","38,676",0,"-63,160","153,905","11,551",0,486,0,"75,905",0,"11,090","1,320,680","9,358",0,"591,187",0,"2,278","1,676,631","51,783","132,838","198,892","632,213","83,050",0,0,"50,312","265,948",0,"130,862",26,"10,701","238,464","139,766",0,"112,475","-5,175","1,372,282",,2020-07-26,10121953.4961743,9699183.89000002,,2020-07-26,fy_20,2170411.56165563,965249.734096623,38675.9945029981,-63159.7723854218,153904.631198794,1320680.20447802,2264461.49308617,1676631.49932355,83050.1644485041,0,139765.80434093,1372282.18142851
fy_20,2020-08-02,"2,896","1,909,639","1,009,316","90,078",0,"-48,217","125,850","13,955",0,0,0,"73,965",0,"8,668","1,336,450",0,0,"615,333",0,"2,332","1,663,571","53,406","135,405","197,367","647,747","72,831",0,0,"28,554","273,085",0,"117,538",16,"34,988","209,656","143,517",0,"128,158",-692,"1,494,255",,2020-08-02,10339666.2339397,10071960.08,,2020-08-02,fy_20,2182031.93977136,1009315.72027082,90077.5296371059,-48217.1329789674,125849.731032305,1336450.10731188,2269985.34133876,1663570.85887918,72830.7885084868,0,143516.848734529,1494254.50143423
fy_20,2020-08-09,"132,236","1,909,639","1,014,997","108,848",0,"-44,455","100,876","12,490",0,41,0,"286,574",0,"37,289","1,304,647",0,0,"607,220",0,"2,396","1,607,960","55,940","139,066","188,060","642,765","98,632",0,0,"1,923","274,622",0,"125,990",10,"49,616","230,656","144,325",0,"135,411","-1,853","1,612,857",,2020-08-09,10778778.9807052,10780618,,2020-08-09,fy_20,2182407.78528309,1014996.57164795,108848.198386119,-44454.5011744443,100876.243608361,1304647.15045232,2647683.96641063,1607960.18070963,98632.0894208377,0,144324.621635912,1612856.67432479
fy_20,2020-08-16,"124,976","1,909,639","1,005,472","74,948",0,"-45,558","79,710","11,060",0,525,0,"363,822",0,"46,482","1,311,842","9,732",0,"623,536",0,"2,369","1,625,117","52,087","137,927","173,059","651,643","65,955",0,0,"4,160","272,045",0,"70,919",6,"55,263","233,905","142,970",0,"138,740","-2,635","1,570,443",,2020-08-16,10710155.6386025,10538967.82,,2020-08-16,fy_20,2179048.84665432,1005471.62874627,74947.5423889462,-45558.0075120768,79709.9954130558,1311841.63536315,2700208.79585007,1625116.97790985,65954.9086339812,0,142970.248804724,1570443.06635022
fy_20,2020-08-23,"102,714","1,909,639","918,249","131,125",0,"-70,593","58,985","8,838",0,214,0,"335,989",0,"35,683","1,270,802","8,686",0,"561,675",0,"1,888","1,524,417","41,222","122,598","152,791","583,358","7,436",0,0,"9,707",0,0,"46,897",3,"58,927","211,391","132,556",0,"136,134","-8,731","1,273,620",,2020-08-23,9566219.23513212,9006841.68999999,,2020-08-23,fy_20,1900907.5067866,918248.844322725,131125.426296622,-70592.7539301948,58984.8661610776,1270801.54256375,2418715.00551908,1524417.28536863,7435.54366390883,0,132556.091862711,1273619.87651721
fy_20,2020-08-30,"89,992","1,909,639","860,752","110,181",0,"-89,488","45,108","2,601",0,"5,715","1,551","302,889",0,"83,020","1,182,188",0,0,"523,598",0,533,"1,429,331","31,515","113,149","188,323","563,008","17,393",0,"131,081","15,424",0,0,"7,684",2,"11,247","90,205","126,951",0,"67,825","-13,968","1,073,593",,2020-08-30,8881039.28418054,8956007.04999999,,2020-08-30,fy_20,1895671.09962876,860751.525538584,110180.971457865,-89488.2030632881,45108.1804362013,1182188.31408779,2229359.81031805,1429330.66684074,17393.0798701346,0,126951.197444943,1073592.64162075
fy_21,2020-09-06,"80,876","1,909,639","880,820","98,593",0,"-93,785","37,102","2,159",0,"7,981","2,941","273,523",0,"37,817","1,199,425",0,"384,120","546,172",0,0,"1,414,080","30,183","115,882","212,289","582,383","49,010",0,0,0,0,0,0,1,"2,332","71,312","130,719",0,"79,718","-18,920","1,033,214",,2020-09-06,9069586.04368883,9103140.74,,2020-09-06,fy_21,2274839.03821575,880819.606353167,98592.8473415712,-93785.1043928963,37101.9255578218,1199425.41029943,2045569.38457989,1414080.25960049,49009.7374876899,0,130718.636084261,1033214.30256166
fy_21,2020-09-13,"57,508","1,909,639","821,604","91,538",0,"-110,462","27,653","1,663",0,"4,875","1,830","188,444",0,"27,433","1,102,214",0,0,"457,608",0,0,"1,315,705","10,289","99,049","128,467","493,947","1,778",0,0,0,0,0,0,1,402,"66,855","121,931",0,"76,247","-3,381","842,075",,2020-09-13,7734910.21603622,8052127.66,,2020-09-13,fy_21,1906257.95694311,821604.265576612,91537.9692094766,-110461.614553148,27653.0312806807,1102213.8462845,1614616.28669124,1315705.05628781,1777.79350423392,0,121930.742938212,842074.881873498
fy_21,2020-09-20,"44,040","1,909,639","794,925","77,305",0,"-149,226","20,992","1,568",0,"5,323","5,712","132,497",0,"32,511","1,094,302",0,0,"426,097",0,0,"1,257,647","9,791","94,997","93,056","475,101","30,241",0,0,963,0,0,0,"341,825",79,"83,585","115,809",0,"72,379","-36,324","754,165",,2020-09-20,7688996.13243499,7487138.17,,2020-09-20,fy_21,1873314.2878719,794924.9375267,77304.9010312694,-149225.891809719,20991.5616312519,1094302.40288047,1819522.60000623,1257646.83724734,30240.8913595449,0,115808.546998893,754165.057691111
fy_21,2020-09-27,"33,962","1,909,639","859,386","70,034",0,"-127,058","17,392","2,990",0,"3,503","23,718","89,545",0,"15,080","1,068,776",0,0,"451,211",0,0,"1,325,011","23,340","96,651","147,058","483,621","47,888",0,"115,927","6,577",0,0,0,"243,509",16,"98,006","120,029",0,"81,756",-192,"708,106",,2020-09-27,7915482.26605553,7804216.15,,2020-09-27,fy_21,1909446.18357121,859386.297787115,70033.8461344275,-127058.001024813,17392.0042791603,1068775.50045586,1916472.10868274,1325010.87845178,47887.6347243784,0,120029.420875479,708106.392118191
fy_21,2020-10-04,"24,326","1,909,639","869,046","78,216",0,"-150,497","13,735","2,794","11,754","2,099","21,559","54,938",0,"37,223","1,104,044","16,745",0,"451,563",0,0,"1,283,508","21,991","96,295","169,210","469,878","66,037",0,0,"5,263",0,0,0,"153,666","23,723","40,955","118,560",0,"97,821","-2,883","701,760",,2020-10-04,7692964.88704571,7935368.34000001,,2020-10-04,fy_21,1906755.42195963,869045.820727649,78215.8113168524,-150497.12107939,13734.8156599133,1104044.29290612,1701801.53914656,1283508.38941993,66036.8111849997,0,118559.575785384,701759.530018054
fy_21,2020-10-11,"18,056","1,909,639","881,850","115,152",0,"-139,520","11,144","2,344","15,621","4,298","18,026","118,065",0,"56,549","1,237,211","55,856",0,"446,227",0,0,"1,279,779","21,741","99,764","182,645","483,679","1,624","24,773","118,556","16,617",0,0,0,"98,262","21,981","31,044","120,306",0,"100,591","-1,677","705,744",,2020-10-11,8055944.23072897,8045177.52,,2020-10-11,fy_21,1907961.98495336,881850.339644209,115151.58984982,-139520.028740143,11144.2930413838,1237211.46796534,1909918.7744562,1279778.97185175,1623.77632749148,24772.7667864759,120306.432274047,705743.862319038
fy_21,2020-10-18,"12,583","1,909,639","871,846","54,133",0,"-149,640","8,811","2,204","15,881","5,384","15,263","148,339",0,"39,912","1,223,175","75,176",0,"463,336",0,0,"1,293,019","21,690","97,695","188,050","474,792","76,337","24,492",0,"13,034",0,0,0,"58,593","41,757","47,543","118,942",0,"97,886","-8,350","670,866",,2020-10-18,7912386.42557139,7690282.58999999,,2020-10-18,fy_21,1901288.835184,871845.601620033,54133.2934045845,-149640.308769839,8810.83776028215,1223175.0991383,1819118.31405443,1293018.81311341,76336.5434974561,24491.7156481018,118941.535892637,670866.145027992
fy_21,2020-10-25,"8,267","1,909,639","836,536","37,578",0,"-167,508","6,761","1,423","14,535","10,165","43,022","150,141",0,"35,062","1,094,099","70,199",0,"437,979",0,0,"1,276,409","21,070","89,982","176,165","442,974","3,789","23,500",0,"13,608",0,0,0,"32,909","7,945","48,945","114,124",0,"87,523","-11,257","571,470",,2020-10-25,7387053.85996631,7154287.38000001,,2020-10-25,fy_21,1898381.27235468,836536.167319337,37577.8011031736,-167507.938660598,6761.08421662577,1094099.26321181,1691914.74606573,1276408.81400486,3788.68633956946,23499.8099448659,114124.446330654,571469.707735605
fy_21,2020-11-01,"5,789","1,909,639","848,709","22,903",0,"-147,973","5,486",0,"15,644","2,120","68,224","152,259",0,"34,244","968,925","70,051",0,"439,828",0,0,"1,309,397","23,543","90,072","185,317","437,367","4,517","72,150",0,"14,312",0,0,0,"19,713","1,586","60,250","115,785",0,"60,146","-3,393","581,805",,2020-11-01,7368413.61137779,7786527.80000001,,2020-11-01,fy_21,1906246.14331003,848709.010582495,22902.9515480054,-147973.374290741,5486.20017775812,968924.539798448,1680463.05556604,1309396.87327907,4517.31859434518,72150.3105735842,115785.126468525,581805.455770223
fy_21,2020-11-08,"4,573","1,909,639","885,319","54,241",0,"-133,927","4,577","2,541","17,976","3,500","69,469","117,439",0,"55,744","1,242,078","71,229",0,"478,545",0,0,"1,373,056","28,507","104,877","233,039","490,207","2,326","75,263","122,708","16,902",0,0,"46,269","13,332","61,506","89,555","120,780",0,"104,381","-14,763","769,124",,2020-11-08,8420014.28434095,8396877.63,,2020-11-08,fy_21,1894875.31230753,885319.424639333,54241.4381656385,-133926.556537324,4577.367990638,1242078.49760333,2132300.30202759,1373055.78150655,2326.12359402591,75262.6290614196,120779.70219328,769124.261788949
fy_21,2020-11-15,"3,099","1,909,639","842,368","70,446",0,"-161,706","3,484","2,829","17,172",462,"60,560","168,290",0,"44,372","1,313,475","85,411","-71,964","435,771",0,0,"1,345,795","27,624","102,593","247,174","481,123","1,295","71,611",0,"12,642",0,0,"41,941","7,738","57,476","58,332","114,920",0,"107,959","-3,804","698,032",,2020-11-15,8096157.50751643,7870395.82,,2020-11-15,fy_21,1833870.35997754,842367.625293278,70446.0734073856,-161706.4236652,3483.67678461912,1313475.39134948,1962567.16151603,1345794.80343843,1295.39586231846,71611.2177721897,114920.002982686,698032.222797677
fy_21,2020-11-22,"2,251","1,909,639","798,967","89,469",0,"-170,254","2,763","1,679","16,853",2,"56,057","210,566",0,"40,428","1,319,005","220,030","-109,666","485,038",0,0,"1,358,380","29,860","106,096","265,433","505,641","25,536","23,464",0,"9,641","216,824",0,"35,559","4,816","12,359","65,014","113,949",0,"120,923","-35,871","763,277",,2020-11-22,8493728.95363891,8030912.76999999,,2020-11-22,fy_21,1980926.00007444,798966.899735262,89469.4146573056,-170253.7640072,2763.0434460171,1319004.58618101,2188246.3622548,1358380.36028017,25536.3450181413,23463.7210014651,113949.184033047,763276.800964457
fy_21,2020-11-29,"1,258","1,909,639","651,008","44,859",0,"-232,610","1,922",0,"11,835",322,"54,075","187,859",0,"36,396","963,453","108,689","-240,305","393,244",0,0,"1,208,757","20,540","83,898","207,350","408,925","43,139","20,400",0,"10,531",0,0,"5,915","2,307","1,976","50,084","99,068",0,"81,919","-35,622","642,008",,2020-11-29,6742837.73967548,7263482.86,,2020-11-29,fy_21,1633711.98672142,651008.336794549,44859.2488117532,-232609.85426023,1921.57382914102,963452.893974562,1667121.60349763,1208757.20762584,43139.1680425577,20399.5591045591,99068.3921980345,642007.62333566
fy_21,2020-12-06,"1,029","1,909,639","762,225","138,770",0,"-121,206","1,835",0,"11,191","8,538","11,257","244,556",0,"48,737","1,020,985","82,061",0,"440,241",0,0,"1,473,708","23,371","96,425","230,412","465,278","8,659","24,346",0,"4,145",0,0,"4,067","1,618",462,"42,615","118,236",0,"37,507","-38,386","724,954",,2020-12-06,7777273.98833736,7429721.05,,2020-12-06,fy_21,1871252.22346109,762225.029497307,138769.854575342,-121205.652580952,1834.52818012164,1020984.61139484,1753510.03548107,1473708.42949898,8658.80204141315,24346.3383835689,118235.525934991,724954.262469587
fy_21,2020-12-13,693,"1,909,639","758,986","45,518",0,"-121,889","1,461",0,"6,821","18,786",0,"231,695",0,"45,449","877,287","50,977",0,"393,386",0,0,"1,501,995","24,388","92,296","214,856","422,873","15,605","24,243",0,118,"224,024",0,"1,435",933,89,"43,925","117,733",0,"17,054","-27,539","515,965",,2020-12-13,7408803.6488474,7563593.95,,2020-12-13,fy_21,2106123.65888088,758986.389542264,45518.1439460088,-121888.906626208,1461.29080025528,877287.441039092,1565774.07432552,1501995.46876859,15605.1415194332,24242.8925228366,117733.151592008,515964.902536717
fy_21,2020-12-20,478,"1,909,639","773,842",0,0,"-114,580","1,169",0,"3,675","16,876",0,"204,014",0,"23,077","985,458","35,070",0,"341,786",0,0,"1,545,312","25,053","91,504","216,451","393,157","1,809",0,0,0,"224,076",0,0,552,17,"47,980","117,761",0,"7,203","-10,074","375,761",,2020-12-20,7217064.9043519,7409813.9,,2020-12-20,fy_21,2123641.47720971,773841.992662843,0,-114579.970854171,1169.24571134413,985457.816738707,1406891.40974895,1545311.87352204,1809.19109698091,0,117760.829924096,375761.038591404
fy_21,2020-12-27,505,"1,909,639","1,006,999","52,539",0,"-47,505","1,141",0,"3,269",0,0,"280,964",0,"41,722","1,704,612","52,905","703,771","419,127",0,0,"1,884,684","52,947","142,116","358,481","568,226",470,0,"173,380",0,0,"-6,760",0,499,5,"193,079","143,619",0,"4,300","-16,940","1,325,729",,2020-12-27,10953524.7067337,11058539.66,,2020-12-27,fy_21,2589710.29536172,1006998.83840319,52539.2931381076,-47504.7645489342,1140.74383261416,1704611.76048708,2291527.47877292,1884683.99329257,469.729471928579,0,143618.835769407,1325728.50275305
fy_21,2021-01-03,267,"1,909,639","869,521","77,253",0,"-135,289",754,0,"1,847",0,0,"202,690",0,"40,648","1,443,074","29,864",0,"231,857",0,0,"1,552,112","24,434","106,667","209,482","418,703","1,065",0,0,0,0,"-55,417",0,226,1,"70,120","118,624",0,326,"-42,892","980,100",,2021-01-03,8055677.12402961,8948820.43999999,,2021-01-03,fy_21,1811329.56188032,869520.976182983,77253.2380829026,-135288.705446129,753.747951190461,1443074.16986489,1337132.96402044,1552111.79347573,1064.77462624581,0,118624.39886821,980100.204522825
fy_21,2021-01-10,193,"1,909,639","889,826","58,949",0,"-131,492",617,0,"2,373","3,441","8,779","213,055",0,"41,367","1,440,831",0,0,"159,341",0,0,"1,557,593","20,509","107,332","180,896","385,570","1,974","75,646",0,0,0,"-51,845",0,"375,327",0,"62,570","121,394",0,"42,747","-16,274","974,002",,2021-01-10,8434359.07354962,8222296.82000001,,2021-01-10,fy_21,1841519.54411132,889825.655324365,58948.8607867423,-131491.903018724,617.062729531555,1440830.73156139,1603499.82121753,1557593.37271909,1973.52421170582,75645.7120019649,121394.464712891,974002.227191827
fy_21,2021-01-17,136,"1,909,639","884,028","47,195",0,"-130,654",490,"4,267","17,631","5,348","27,255","232,249",0,"30,220","1,396,031",0,0,"100,472",0,0,"1,564,010","22,263","106,008","190,656","377,476","11,958","75,153","127,323",944,0,"-52,865",0,"258,939",0,"115,970","120,604",0,"124,899","-26,602","986,342",,2021-01-17,8527382.04351515,8806621.58,,2021-01-17,fy_21,1830171.31727436,884027.991443657,47194.9178050604,-130654.405647111,490.423503163958,1396031.00500862,1742054.42178388,1564010.48198458,11957.5073225436,75152.8419553663,120603.518420016,986342.022661021
fy_21,2021-01-24,95,"1,909,639","849,262","122,787",0,"-126,314",398,"2,958","20,124","5,773","34,690","265,442",0,"14,945","1,468,751",0,0,"61,261",0,0,"1,560,011","26,884","104,753","211,237","475,031","10,980","76,164",0,"1,312",0,"-50,774",0,"164,997",0,"91,285","122,226",0,"126,935","-17,392","941,042",,2021-01-24,8474502.47259531,7773140.51,,2021-01-24,fy_21,1841472.54549781,849261.562997712,122787.379317209,-126313.608373924,397.608205422767,1468750.87463547,1607723.76845872,1560010.91906279,10980.4762824936,76163.5832265911,122225.532309982,941041.830975048
fy_21,2021-01-31,64,"1,909,639","780,437","66,788",0,"-133,232",312,"2,539","19,262","2,710","40,271","274,269",0,"43,649","1,318,378",0,0,"484,448",0,0,"1,541,056","27,414","104,079","212,634","495,421","11,381",0,0,"1,284",0,"-7,867",0,"97,754",0,"48,289","119,903",0,"111,803","-34,503","903,422",,2021-01-31,8441606.063458,7739017.82,,2021-01-31,fy_21,1867268.91276264,780437.45800109,66788.2895020821,-133231.800356541,312.037350805976,1318378.1071703,1965891.29874829,1541055.89838489,11380.9679329647,0,119902.757732516,903422.136228954
fy_21,2021-02-07,26,"1,909,639","495,467","109,378",0,"-293,043",160,"1,061","11,079",45,"20,519","164,582",0,"18,169","823,054",0,0,"293,297","-843,441",0,"977,649","14,535","60,572","120,455","297,439","9,478","15,826",0,730,0,0,0,"214,533",0,"45,155","76,856",0,"63,795","-105,292","530,751",,2021-02-07,5032475.40700825,5988298.57,,2021-02-07,fy_21,960905.222648274,495467.29929461,109378.14794665,-293043.334008006,160.008256573876,823054.422769288,1325992.95190658,977649.452684774,9478.41481633147,15825.7916754257,76856.3540275275,530750.674990219
