actual.vars,Group_Base_Media_Price,Group_Base_MediaBreakDown_Price,Group_BaseBreakDown_MediaBreakDown_Price,Group_Modeller,Group_StackedBar,group,ref_points,agg_method,variable_display,isforecastable,brand/category_a,product/category_b,channel/category_c,platform/category_d,proposition/category_e,creative/category_f
m_nat_post_sp,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_pre_cl,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_pre_im,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_pre_sp,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_prg_cl,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_prg_cov_cl,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_prg_cov_im,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_prg_cov_sp,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_prg_im,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_prg_post_im,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_prg_pre_cl,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_prg_pre_im,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_prg_pre_sp,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_prg_sp,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_tot_cl,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_tot_im,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_nat_tot_sp,Media,Digital Native,Digital Native,Digital Native,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_cov_cl,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_cov_im,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_cov_sp,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_nonprg_cl,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_nonprg_cov_cl,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_nonprg_cov_im,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_nonprg_cov_sp,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_nonprg_im,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_nonprg_post_cl,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_nonprg_post_im,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_nonprg_post_sp,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_nonprg_pre_cl,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_nonprg_pre_im,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_nonprg_pre_sp,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_nonprg_sp,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_post_cl,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_post_im,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_post_sp,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_pre_cl,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_pre_im,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_pre_sp,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_prg_cl,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_prg_cov_cl,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_prg_cov_im,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_prg_cov_sp,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_prg_im,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_prg_post_cl,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_prg_post_im,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_prg_post_sp,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_prg_pre_cl,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_prg_pre_im,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_prg_pre_sp,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_prg_sp,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_tot_cl,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_tot_im,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_rchmed_tot_sp,Media,Rich Media,Rich Media,Rich Media,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spons_cov_cl,Media,Digital Sponsorship,Digital Sponsorship,Digital Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spons_cov_im,Media,Digital Sponsorship,Digital Sponsorship,Digital Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spons_nonprg_cl,Media,Digital Sponsorship,Digital Sponsorship,Digital Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spons_nonprg_cov_cl,Media,Digital Sponsorship,Digital Sponsorship,Digital Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spons_nonprg_cov_im,Media,Digital Sponsorship,Digital Sponsorship,Digital Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spons_nonprg_im,Media,Digital Sponsorship,Digital Sponsorship,Digital Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spons_nonprg_post_cl,Media,Digital Sponsorship,Digital Sponsorship,Digital Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spons_nonprg_post_im,Media,Digital Sponsorship,Digital Sponsorship,Digital Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spons_nonprg_post_sp,Media,Digital Sponsorship,Digital Sponsorship,Digital Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spons_nonprg_sp,Media,Digital Sponsorship,Digital Sponsorship,Digital Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spons_post_cl,Media,Digital Sponsorship,Digital Sponsorship,Digital Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spons_post_im,Media,Digital Sponsorship,Digital Sponsorship,Digital Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spons_post_sp,Media,Digital Sponsorship,Digital Sponsorship,Digital Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spons_tot_cl,Media,Digital Sponsorship,Digital Sponsorship,Digital Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spons_tot_im,Media,Digital Sponsorship,Digital Sponsorship,Digital Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spons_tot_sp,Media,Digital Sponsorship,Digital Sponsorship,Digital Sponsorship,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_cov_cl,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_cov_im,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_cov_sp,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_nonprg_cl,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_nonprg_cov_cl,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_nonprg_cov_im,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_nonprg_cov_sp,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_nonprg_im,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_nonprg_post_cl,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_nonprg_post_im,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_nonprg_post_sp,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_nonprg_pre_cl,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_nonprg_pre_im,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_nonprg_pre_sp,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_nonprg_sp,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_post_cl,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_post_im,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_post_sp,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_pre_cl,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_pre_im,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_pre_sp,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_prg_cl,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_prg_cov_cl,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_prg_cov_im,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_prg_cov_sp,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_prg_im,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_prg_post_cl,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_prg_post_im,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_prg_post_sp,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_prg_pre_cl,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_prg_pre_im,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_prg_pre_sp,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_prg_sp,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_tot_cl,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_tot_im,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_stddsp_tot_sp,Media,Standard Display,Standard Display,Standard Display,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_cov_cl,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_cov_im,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_cov_sp,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_nonprg_cl,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_nonprg_cov_cl,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_nonprg_cov_im,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_nonprg_cov_sp,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_nonprg_im,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_nonprg_post_cl,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_nonprg_post_im,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_nonprg_post_sp,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_nonprg_pre_cl,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_nonprg_pre_im,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_nonprg_pre_sp,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_nonprg_sp,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_post_cl,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_post_im,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_post_sp,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_pre_cl,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_pre_im,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_pre_sp,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_prg_cl,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_prg_cov_cl,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_prg_cov_im,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_prg_cov_sp,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_prg_im,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_prg_post_cl,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_prg_post_im,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_prg_post_sp,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_prg_pre_cl,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_prg_pre_im,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_prg_pre_sp,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_prg_sp,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_tot_cl,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_tot_im,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_vid_tot_sp,Media,Video,Video,Video,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_120s_egrp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_120s_grp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_120s_sp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_15s_egrp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_15s_grp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_15s_sp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_30s_egrp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_30s_grp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_30s_sp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_60s_egrp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_60s_grp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_60s_sp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_cov_egrp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_cov_grp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_cov_sp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_post_egrp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_post_grp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_post_sp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_pre_egrp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_pre_grp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_pre_sp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_tot_egrp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_tot_grp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spttvv_tot_sp,Media,Spot TV,Spot TV,Spot TV,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_10s_egrp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_10s_grp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_10s_sp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_15s_egrp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_15s_grp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_15s_sp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_1s_egrp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_1s_grp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_1s_sp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_30s_egrp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_30s_grp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_30s_sp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_60s_egrp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_60s_grp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_60s_sp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_cov_egrp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_cov_grp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_cov_sp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_post_egrp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_post_grp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_post_sp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_pre_egrp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_pre_grp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_pre_sp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_tot_egrp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_tot_grp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_spotrad_tot_sp,Media,Spot Radio,Spot Radio,Spot Radio,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_bra_cl,Media,Paid Search Brand,Paid Search Brand,Paid Search Brand,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_bra_cov_cl,Media,Paid Search Brand,Paid Search Brand,Paid Search Brand,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_bra_cov_im,Media,Paid Search Brand,Paid Search Brand,Paid Search Brand,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_bra_cov_sp,Media,Paid Search Brand,Paid Search Brand,Paid Search Brand,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_bra_im,Media,Paid Search Brand,Paid Search Brand,Paid Search Brand,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_bra_post_cl,Media,Paid Search Brand,Paid Search Brand,Paid Search Brand,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_bra_post_im,Media,Paid Search Brand,Paid Search Brand,Paid Search Brand,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_bra_post_sp,Media,Paid Search Brand,Paid Search Brand,Paid Search Brand,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_bra_pre_cl,Media,Paid Search Brand,Paid Search Brand,Paid Search Brand,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_bra_pre_im,Media,Paid Search Brand,Paid Search Brand,Paid Search Brand,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_bra_pre_sp,Media,Paid Search Brand,Paid Search Brand,Paid Search Brand,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_bra_sp,Media,Paid Search Brand,Paid Search Brand,Paid Search Brand,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_cov_cl,Media,Paid Search,Paid Search,Paid Search,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_cov_im,Media,Paid Search,Paid Search,Paid Search,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_cov_sp,Media,Paid Search,Paid Search,Paid Search,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_fbased_cl,Media,Paid Search Feed Based,Paid Search Feed Based,Paid Search Feed Based,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_fbased_cov_cl,Media,Paid Search Feed Based,Paid Search Feed Based,Paid Search Feed Based,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_fbased_cov_im,Media,Paid Search Feed Based,Paid Search Feed Based,Paid Search Feed Based,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_fbased_cov_sp,Media,Paid Search Feed Based,Paid Search Feed Based,Paid Search Feed Based,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
m_ppc_fbased_im,Media,Paid Search Feed Based,Paid Search Feed Based,Paid Search Feed Based,Media,Media,none,Sum,Media,yes,na,na,na,na,na,na
